company_code,report_period,split,gov_top1_holder_ratio,gov_top10_holder_ratio,gov_top10_hhi,gov_top1_top10_ratio,gov_top1_top2_gap,gov_top10_holder_count,governance_year,gov_board_size,gov_independent_director_count,gov_independent_director_ratio,audit_year,gov_big4_auditor,gov_nonstandard_audit_opinion,gov_audit_firm_change,gov_auditor_change
000004.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,14.0,6.0,42.8571,2019,0.0,0.0,0.0,1.0
000004.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,14.0,6.0,42.8571,2019,0.0,0.0,0.0,1.0
000004.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,14.0,6.0,42.8571,2019,0.0,0.0,0.0,1.0
000004.SZ,20201231,Train,0.1447,0.5925999999999999,0.05230357999999999,0.2441781977725279,0.04589999999999998,10.0,2019,14.0,6.0,42.8571,2019,0.0,0.0,0.0,1.0
000004.SZ,20210331,Train,0.1447,0.5925999999999999,0.05230357999999999,0.2441781977725279,0.04589999999999998,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000004.SZ,20210630,Train,0.1447,0.5925999999999999,0.05230357999999999,0.2441781977725279,0.04589999999999998,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000004.SZ,20210930,Train,0.1447,0.5925999999999999,0.05230357999999999,0.2441781977725279,0.04589999999999998,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000004.SZ,20211231,Train,0.1531,0.5141000000000001,0.046280289999999995,0.29780198404979574,0.0641,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000004.SZ,20220331,Train,0.1531,0.5141000000000001,0.046280289999999995,0.29780198404979574,0.0641,10.0,2021,10.0,4.0,40.0,2021,0.0,1.0,1.0,1.0
000004.SZ,20220630,Train,0.1531,0.5141000000000001,0.046280289999999995,0.29780198404979574,0.0641,10.0,2021,10.0,4.0,40.0,2021,0.0,1.0,1.0,1.0
000004.SZ,20220930,Train,0.1531,0.5141000000000001,0.046280289999999995,0.29780198404979574,0.0641,10.0,2021,10.0,4.0,40.0,2021,0.0,1.0,1.0,1.0
000004.SZ,20221231,Train,0.1822,0.4254,0.04428914,0.42830277385989657,0.0967,10.0,2021,10.0,4.0,40.0,2021,0.0,1.0,1.0,1.0
000004.SZ,20230331,Train,0.1822,0.4254,0.04428914,0.42830277385989657,0.0967,10.0,2022,10.0,3.0,30.0,2022,0.0,0.0,1.0,1.0
000004.SZ,20230630,Train,0.1822,0.4254,0.04428914,0.42830277385989657,0.0967,10.0,2022,10.0,3.0,30.0,2022,0.0,0.0,1.0,1.0
000004.SZ,20230930,Train,0.1822,0.4254,0.04428914,0.42830277385989657,0.0967,10.0,2022,10.0,3.0,30.0,2022,0.0,0.0,1.0,1.0
000004.SZ,20231231,Train,0.18289999999999998,0.3811,0.040166070000000005,0.4799265284702177,0.12449999999999997,10.0,2022,10.0,3.0,30.0,2022,0.0,0.0,1.0,1.0
000004.SZ,20240331,Train,0.18289999999999998,0.3811,0.040166070000000005,0.4799265284702177,0.12449999999999997,10.0,2023,7.0,2.0,28.57,2023,0.0,0.0,0.0,0.0
000004.SZ,20240630,Train,0.18289999999999998,0.3811,0.040166070000000005,0.4799265284702177,0.12449999999999997,10.0,2023,7.0,2.0,28.57,2023,0.0,0.0,0.0,0.0
000004.SZ,20240930,Train,0.18289999999999998,0.3811,0.040166070000000005,0.4799265284702177,0.12449999999999997,10.0,2023,7.0,2.0,28.57,2023,0.0,0.0,0.0,0.0
000004.SZ,20241231,Train,0.18289999999999998,0.3608,0.03856717999999999,0.5069290465631928,0.14289999999999997,10.0,2023,7.0,2.0,28.57,2023,0.0,0.0,0.0,0.0
000005.SZ,20200331,Test,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,18.0,8.0,50.0,2019,0.0,0.0,0.0,1.0
000005.SZ,20200630,Test,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,18.0,8.0,50.0,2019,0.0,0.0,0.0,1.0
000005.SZ,20200930,Test,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,18.0,8.0,50.0,2019,0.0,0.0,0.0,1.0
000005.SZ,20201231,Test,0.1391,0.2315,0.02091975,0.6008639308855291,0.1091,10.0,2019,18.0,8.0,50.0,2019,0.0,0.0,0.0,1.0
000005.SZ,20210331,Test,0.1391,0.2315,0.02091975,0.6008639308855291,0.1091,10.0,2020,14.0,5.0,35.7143,2020,0.0,1.0,0.0,1.0
000005.SZ,20210630,Test,0.1391,0.2315,0.02091975,0.6008639308855291,0.1091,10.0,2020,14.0,5.0,35.7143,2020,0.0,1.0,0.0,1.0
000005.SZ,20210930,Test,0.1391,0.2315,0.02091975,0.6008639308855291,0.1091,10.0,2020,14.0,5.0,35.7143,2020,0.0,1.0,0.0,1.0
000005.SZ,20211231,Test,0.1375,0.22096299999999996,0.020277360000000005,0.6290027447392499,0.10750000000000001,10.0,2020,14.0,5.0,35.7143,2020,0.0,1.0,0.0,1.0
000005.SZ,20220331,Test,0.1375,0.22096299999999996,0.020277360000000005,0.6290027447392499,0.10750000000000001,10.0,2021,15.0,6.0,40.0,2021,0.0,1.0,1.0,1.0
000005.SZ,20220630,Test,0.1375,0.22096299999999996,0.020277360000000005,0.6290027447392499,0.10750000000000001,10.0,2021,15.0,6.0,40.0,2021,0.0,1.0,1.0,1.0
000005.SZ,20220930,Test,0.1375,0.22096299999999996,0.020277360000000005,0.6290027447392499,0.10750000000000001,10.0,2021,15.0,6.0,40.0,2021,0.0,1.0,1.0,1.0
000005.SZ,20221231,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2021,15.0,6.0,40.0,2021,0.0,1.0,1.0,1.0
000005.SZ,20230331,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2022,16.0,6.0,37.5,2022,0.0,1.0,0.0,1.0
000005.SZ,20230630,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2022,16.0,6.0,37.5,2022,0.0,1.0,0.0,1.0
000005.SZ,20230930,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2022,16.0,6.0,37.5,2022,0.0,1.0,0.0,1.0
000005.SZ,20231231,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2022,16.0,6.0,37.5,2022,0.0,1.0,0.0,1.0
000005.SZ,20240331,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2023,16.0,7.0,43.75,2023,0.0,0.0,0.0,1.0
000005.SZ,20240630,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2023,16.0,7.0,43.75,2023,0.0,0.0,0.0,1.0
000005.SZ,20241231,Test,0.1375,0.22096299999999996,0.020194480000000004,0.6307339449541285,0.10750000000000001,10.0,2023,16.0,7.0,43.75,2023,0.0,0.0,0.0,1.0
000007.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,16.0,6.0,37.5,2019,0.0,1.0,0.0,1.0
000007.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,16.0,6.0,37.5,2019,0.0,1.0,0.0,1.0
000007.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,16.0,6.0,37.5,2019,0.0,1.0,0.0,1.0
000007.SZ,20201231,Train,0.2165,0.4777,0.06203773,0.45321331379526897,0.1083,10.0,2019,16.0,6.0,37.5,2019,0.0,1.0,0.0,1.0
000007.SZ,20210331,Train,0.2165,0.4777,0.06203773,0.45321331379526897,0.1083,10.0,2020,6.0,2.0,33.3333,2020,0.0,1.0,0.0,1.0
000007.SZ,20210630,Train,0.2165,0.4777,0.06203773,0.45321331379526897,0.1083,10.0,2020,6.0,2.0,33.3333,2020,0.0,1.0,0.0,1.0
000007.SZ,20210930,Train,0.2165,0.4777,0.06203773,0.45321331379526897,0.1083,10.0,2020,6.0,2.0,33.3333,2020,0.0,1.0,0.0,1.0
000007.SZ,20211231,Train,0.1425,0.37740000000000007,0.0356313,0.37758346581875984,0.03429999999999998,10.0,2020,6.0,2.0,33.3333,2020,0.0,1.0,0.0,1.0
000007.SZ,20220331,Train,0.1425,0.37740000000000007,0.0356313,0.37758346581875984,0.03429999999999998,10.0,2021,8.0,4.0,50.0,2021,0.0,1.0,1.0,1.0
000007.SZ,20220630,Train,0.1425,0.37740000000000007,0.0356313,0.37758346581875984,0.03429999999999998,10.0,2021,8.0,4.0,50.0,2021,0.0,1.0,1.0,1.0
000007.SZ,20220930,Train,0.1425,0.37740000000000007,0.0356313,0.37758346581875984,0.03429999999999998,10.0,2021,8.0,4.0,50.0,2021,0.0,1.0,1.0,1.0
000007.SZ,20221231,Train,0.1425,0.38199999999999995,0.03568718,0.3730366492146597,0.03429999999999998,10.0,2021,8.0,4.0,50.0,2021,0.0,1.0,1.0,1.0
000007.SZ,20230331,Train,0.1425,0.38199999999999995,0.03568718,0.3730366492146597,0.03429999999999998,10.0,2022,9.0,5.0,55.5556,2022,0.0,1.0,1.0,1.0
000007.SZ,20230630,Train,0.1425,0.38199999999999995,0.03568718,0.3730366492146597,0.03429999999999998,10.0,2022,9.0,5.0,55.5556,2022,0.0,1.0,1.0,1.0
000007.SZ,20230930,Train,0.1425,0.38199999999999995,0.03568718,0.3730366492146597,0.03429999999999998,10.0,2022,9.0,5.0,55.5556,2022,0.0,1.0,1.0,1.0
000007.SZ,20231231,Train,0.12990000000000002,0.4187,0.03934403000000001,0.31024599952233106,0.02170000000000001,10.0,2022,9.0,5.0,55.5556,2022,0.0,1.0,1.0,1.0
000007.SZ,20240331,Train,0.12990000000000002,0.4187,0.03934403000000001,0.31024599952233106,0.02170000000000001,10.0,2023,9.0,4.0,44.44,2023,0.0,1.0,0.0,1.0
000007.SZ,20240630,Train,0.12990000000000002,0.4187,0.03934403000000001,0.31024599952233106,0.02170000000000001,10.0,2023,9.0,4.0,44.44,2023,0.0,1.0,0.0,1.0
000007.SZ,20240930,Train,0.12990000000000002,0.4187,0.03934403000000001,0.31024599952233106,0.02170000000000001,10.0,2023,9.0,4.0,44.44,2023,0.0,1.0,0.0,1.0
000007.SZ,20241231,Train,0.12990000000000002,0.4593,0.04175583000000001,0.28282168517308953,0.02170000000000001,10.0,2023,9.0,4.0,44.44,2023,0.0,1.0,0.0,1.0
000008.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,8.0,3.0,37.5,2019,0.0,0.0,0.0,1.0
000008.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,8.0,3.0,37.5,2019,0.0,0.0,0.0,1.0
000008.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,8.0,3.0,37.5,2019,0.0,0.0,0.0,1.0
000008.SZ,20201231,Train,0.2562,0.4787,0.08370859,0.5351994986421558,0.13029999999999997,10.0,2019,8.0,3.0,37.5,2019,0.0,0.0,0.0,1.0
000008.SZ,20210331,Train,0.2562,0.4787,0.08370859,0.5351994986421558,0.13029999999999997,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,1.0,1.0
000008.SZ,20210630,Train,0.2562,0.4787,0.08370859,0.5351994986421558,0.13029999999999997,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,1.0,1.0
000008.SZ,20210930,Train,0.2562,0.4787,0.08370859,0.5351994986421558,0.13029999999999997,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,1.0,1.0
000008.SZ,20211231,Train,0.2562,0.47829999999999995,0.08370229000000001,0.5356470834204474,0.13029999999999997,10.0,2020,14.0,5.0,35.7143,2020,0.0,0.0,1.0,1.0
000008.SZ,20220331,Train,0.2562,0.47829999999999995,0.08370229000000001,0.5356470834204474,0.13029999999999997,10.0,2021,16.0,5.0,31.25,2021,0.0,0.0,0.0,1.0
000008.SZ,20220630,Train,0.2562,0.47829999999999995,0.08370229000000001,0.5356470834204474,0.13029999999999997,10.0,2021,16.0,5.0,31.25,2021,0.0,0.0,0.0,1.0
000008.SZ,20220930,Train,0.2562,0.47829999999999995,0.08370229000000001,0.5356470834204474,0.13029999999999997,10.0,2021,16.0,5.0,31.25,2021,0.0,0.0,0.0,1.0
000008.SZ,20221231,Train,0.2562,0.4775,0.08372281,0.5365445026178011,0.13029999999999997,10.0,2021,16.0,5.0,31.25,2021,0.0,0.0,0.0,1.0
000008.SZ,20230331,Train,0.2562,0.4775,0.08372281,0.5365445026178011,0.13029999999999997,10.0,2022,12.0,3.0,25.0,2022,0.0,0.0,0.0,0.0
000008.SZ,20230630,Train,0.2562,0.4775,0.08372281,0.5365445026178011,0.13029999999999997,10.0,2022,12.0,3.0,25.0,2022,0.0,0.0,0.0,0.0
000008.SZ,20230930,Train,0.2562,0.4775,0.08372281,0.5365445026178011,0.13029999999999997,10.0,2022,12.0,3.0,25.0,2022,0.0,0.0,0.0,0.0
000008.SZ,20231231,Train,0.2623,0.4708,0.08646123999999998,0.5571367884451996,0.13349999999999998,10.0,2022,12.0,3.0,25.0,2022,0.0,0.0,0.0,0.0
000008.SZ,20240331,Train,0.2623,0.4708,0.08646123999999998,0.5571367884451996,0.13349999999999998,10.0,2023,10.0,3.0,30.0,2023,0.0,0.0,0.0,0.0
000008.SZ,20240630,Train,0.2623,0.4708,0.08646123999999998,0.5571367884451996,0.13349999999999998,10.0,2023,10.0,3.0,30.0,2023,0.0,0.0,0.0,0.0
000008.SZ,20240930,Train,0.2623,0.4708,0.08646123999999998,0.5571367884451996,0.13349999999999998,10.0,2023,10.0,3.0,30.0,2023,0.0,0.0,0.0,0.0
000008.SZ,20241231,Train,0.2623,0.4554,0.08610029999999998,0.5759771629336846,0.13349999999999998,10.0,2023,10.0,3.0,30.0,2023,0.0,0.0,0.0,0.0
000009.SZ,20200331,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000009.SZ,20200630,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000009.SZ,20200930,Validation,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000009.SZ,20201231,Validation,0.09970000000000001,0.3099,0.018578550000000003,0.32171668280090354,0.04400000000000001,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000009.SZ,20210331,Validation,0.09970000000000001,0.3099,0.018578550000000003,0.32171668280090354,0.04400000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000009.SZ,20210630,Validation,0.09970000000000001,0.3099,0.018578550000000003,0.32171668280090354,0.04400000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000009.SZ,20210930,Validation,0.09970000000000001,0.3099,0.018578550000000003,0.32171668280090354,0.04400000000000001,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000009.SZ,20211231,Validation,0.1364,0.317,0.026165739999999996,0.43028391167192426,0.07189999999999999,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,0.0,1.0
000009.SZ,20220331,Validation,0.1364,0.317,0.026165739999999996,0.43028391167192426,0.07189999999999999,10.0,2021,10.0,3.0,30.0,2021,0.0,0.0,0.0,1.0
000009.SZ,20220630,Validation,0.1364,0.317,0.026165739999999996,0.43028391167192426,0.07189999999999999,10.0,2021,10.0,3.0,30.0,2021,0.0,0.0,0.0,1.0
000009.SZ,20220930,Validation,0.1364,0.317,0.026165739999999996,0.43028391167192426,0.07189999999999999,10.0,2021,10.0,3.0,30.0,2021,0.0,0.0,0.0,1.0
000009.SZ,20221231,Validation,0.1519,0.4237000000000001,0.05003044999999999,0.3585083785697427,0.001899999999999985,10.0,2021,10.0,3.0,30.0,2021,0.0,0.0,0.0,1.0
000009.SZ,20230331,Validation,0.1519,0.4237000000000001,0.05003044999999999,0.3585083785697427,0.001899999999999985,10.0,2022,8.0,3.0,37.5,2022,0.0,0.0,0.0,0.0
000009.SZ,20230630,Validation,0.1519,0.4237000000000001,0.05003044999999999,0.3585083785697427,0.001899999999999985,10.0,2022,8.0,3.0,37.5,2022,0.0,0.0,0.0,0.0
000009.SZ,20230930,Validation,0.1519,0.4237000000000001,0.05003044999999999,0.3585083785697427,0.001899999999999985,10.0,2022,8.0,3.0,37.5,2022,0.0,0.0,0.0,0.0
000009.SZ,20231231,Validation,0.17550000000000002,0.4644,0.06023090000000001,0.3779069767441861,0.015300000000000008,10.0,2022,8.0,3.0,37.5,2022,0.0,0.0,0.0,0.0
000009.SZ,20240331,Validation,0.17550000000000002,0.4644,0.06023090000000001,0.3779069767441861,0.015300000000000008,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000009.SZ,20240630,Validation,0.17550000000000002,0.4644,0.06023090000000001,0.3779069767441861,0.015300000000000008,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000009.SZ,20240930,Validation,0.17550000000000002,0.4644,0.06023090000000001,0.3779069767441861,0.015300000000000008,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000009.SZ,20241231,Validation,0.17550000000000002,0.48949999999999994,0.06190489000000001,0.35852911133810017,0.015300000000000008,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,1.0
000010.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000010.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000010.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000010.SZ,20201231,Train,0.1457,0.44009999999999994,0.03265215,0.33106112247216546,0.09140000000000001,10.0,2019,11.0,4.0,36.3636,2019,0.0,0.0,0.0,1.0
000010.SZ,20210331,Train,0.1457,0.44009999999999994,0.03265215,0.33106112247216546,0.09140000000000001,10.0,2020,12.0,4.0,33.3333,2020,0.0,0.0,0.0,1.0
000010.SZ,20210630,Train,0.1457,0.44009999999999994,0.03265215,0.33106112247216546,0.09140000000000001,10.0,2020,12.0,4.0,33.3333,2020,0.0,0.0,0.0,1.0
000010.SZ,20210930,Train,0.1457,0.44009999999999994,0.03265215,0.33106112247216546,0.09140000000000001,10.0,2020,12.0,4.0,33.3333,2020,0.0,0.0,0.0,1.0
000010.SZ,20211231,Train,0.1457,0.44109999999999994,0.032737749999999996,0.3303105871684426,0.09140000000000001,10.0,2020,12.0,4.0,33.3333,2020,0.0,0.0,0.0,1.0
000010.SZ,20220331,Train,0.1457,0.44109999999999994,0.032737749999999996,0.3303105871684426,0.09140000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000010.SZ,20220630,Train,0.1457,0.44109999999999994,0.032737749999999996,0.3303105871684426,0.09140000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000010.SZ,20220930,Train,0.1457,0.44109999999999994,0.032737749999999996,0.3303105871684426,0.09140000000000001,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000010.SZ,20221231,Train,0.33840000000000003,0.5588000000000002,0.12107346000000004,0.6055833929849677,0.2963,10.0,2021,12.0,4.0,33.3333,2021,0.0,0.0,0.0,1.0
000010.SZ,20230331,Train,0.33840000000000003,0.5588000000000002,0.12107346000000004,0.6055833929849677,0.2963,10.0,2022,10.0,4.0,40.0,2022,0.0,1.0,0.0,1.0
000010.SZ,20230630,Train,0.33840000000000003,0.5588000000000002,0.12107346000000004,0.6055833929849677,0.2963,10.0,2022,10.0,4.0,40.0,2022,0.0,1.0,0.0,1.0
000010.SZ,20230930,Train,0.33840000000000003,0.5588000000000002,0.12107346000000004,0.6055833929849677,0.2963,10.0,2022,10.0,4.0,40.0,2022,0.0,1.0,0.0,1.0
000010.SZ,20231231,Train,0.2985,0.48619999999999997,0.09404619999999998,0.613944878650761,0.2598,10.0,2022,10.0,4.0,40.0,2022,0.0,1.0,0.0,1.0
000010.SZ,20240331,Train,0.2985,0.48619999999999997,0.09404619999999998,0.613944878650761,0.2598,10.0,2023,7.0,3.0,42.86,2023,0.0,1.0,0.0,0.0
000010.SZ,20240630,Train,0.2985,0.48619999999999997,0.09404619999999998,0.613944878650761,0.2598,10.0,2023,7.0,3.0,42.86,2023,0.0,1.0,0.0,0.0
000010.SZ,20240930,Train,0.2985,0.48619999999999997,0.09404619999999998,0.613944878650761,0.2598,10.0,2023,7.0,3.0,42.86,2023,0.0,1.0,0.0,0.0
000010.SZ,20241231,Train,0.087,0.4032,0.02017294,0.2157738095238095,0.024099999999999996,10.0,2023,7.0,3.0,42.86,2023,0.0,1.0,0.0,0.0
000011.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000011.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000011.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000011.SZ,20201231,Train,0.5696,0.6375000000000001,0.32697730999999997,0.8934901960784313,0.5197,10.0,2019,9.0,3.0,33.3333,2019,0.0,0.0,0.0,1.0
000011.SZ,20210331,Train,0.5696,0.6375000000000001,0.32697730999999997,0.8934901960784313,0.5197,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,1.0,1.0
000011.SZ,20210630,Train,0.5696,0.6375000000000001,0.32697730999999997,0.8934901960784313,0.5197,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,1.0,1.0
000011.SZ,20210930,Train,0.5696,0.6375000000000001,0.32697730999999997,0.8934901960784313,0.5197,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,1.0,1.0
000011.SZ,20211231,Train,0.5057,0.6336999999999999,0.26143863000000006,0.7980116774498975,0.44190000000000007,10.0,2020,9.0,3.0,33.3333,2020,0.0,0.0,1.0,1.0
000011.SZ,20220331,Train,0.5057,0.6336999999999999,0.26143863000000006,0.7980116774498975,0.44190000000000007,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000011.SZ,20220630,Train,0.5057,0.6336999999999999,0.26143863000000006,0.7980116774498975,0.44190000000000007,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000011.SZ,20220930,Train,0.5057,0.6336999999999999,0.26143863000000006,0.7980116774498975,0.44190000000000007,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000011.SZ,20221231,Train,0.5057,0.6149,0.26061567,0.8224101479915434,0.44190000000000007,10.0,2021,10.0,5.0,50.0,2021,0.0,0.0,0.0,1.0
000011.SZ,20230331,Train,0.5057,0.6149,0.26061567,0.8224101479915434,0.44190000000000007,10.0,2022,9.0,3.0,33.3333,2022,0.0,0.0,0.0,1.0
000011.SZ,20230630,Train,0.5057,0.6149,0.26061567,0.8224101479915434,0.44190000000000007,10.0,2022,9.0,3.0,33.3333,2022,0.0,0.0,0.0,1.0
000011.SZ,20230930,Train,0.5057,0.6149,0.26061567,0.8224101479915434,0.44190000000000007,10.0,2022,9.0,3.0,33.3333,2022,0.0,0.0,0.0,1.0
000011.SZ,20231231,Train,0.5057,0.6195999999999999,0.26064994,0.8161717236927051,0.44190000000000007,10.0,2022,9.0,3.0,33.3333,2022,0.0,0.0,0.0,1.0
000011.SZ,20240331,Train,0.5057,0.6195999999999999,0.26064994,0.8161717236927051,0.44190000000000007,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000011.SZ,20240630,Train,0.5057,0.6195999999999999,0.26064994,0.8161717236927051,0.44190000000000007,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000011.SZ,20240930,Train,0.5057,0.6195999999999999,0.26064994,0.8161717236927051,0.44190000000000007,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000011.SZ,20241231,Train,0.5086999999999999,0.6196999999999999,0.2636738299999999,0.820881071486203,0.44489999999999996,10.0,2023,8.0,3.0,37.5,2023,0.0,0.0,0.0,0.0
000012.SZ,20200331,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,5.0,45.4545,2019,0.0,0.0,0.0,1.0
000012.SZ,20200630,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,5.0,45.4545,2019,0.0,0.0,0.0,1.0
000012.SZ,20200930,Train,0.2837,0.5452,0.102793355,0.5368357487922706,0.1715,10.0,2019,11.0,5.0,45.4545,2019,0.0,0.0,0.0,1.0
000012.SZ,20201231,Train,0.1519,0.32710000000000006,0.02736319,0.46438398043411794,0.11330000000000001,10.0,2019,11.0,5.0,45.4545,2019,0.0,0.0,0.0,1.0
000012.SZ,20210331,Train,0.1519,0.32710000000000006,0.02736319,0.46438398043411794,0.11330000000000001,10.0,2020,10.0,4.0,40.0,2020,0.0,0.0,0.0,1.0
000012.SZ,20210630,Train,0.1519,0.32710000000000006,0.02736319,0.46438398043411794,0.11330000000000001,10.0,2020,10.0,4.0,40.0,2020,0.0,0.0,0.0,1.0
000012.SZ,20210930,Train,0.1519,0.32710000000000006,0.02736319,0.46438398043411794,0.11330000000000001,10.0,2020,10.0,4.0,40.0,2020,0.0,0.0,0.0,1.0
000012.SZ,20211231,Train,0.1519,0.33089999999999997,0.02742245,0.45905107283167124,0.11330000000000001,10.0,2020,10.0,4.0,40.0,2020,0.0,0.0,0.0,1.0
000012.SZ,20220331,Train,0.1519,0.33089999999999997,0.02742245,0.45905107283167124,0.11330000000000001,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000012.SZ,20220630,Train,0.1519,0.33089999999999997,0.02742245,0.45905107283167124,0.11330000000000001,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000012.SZ,20220930,Train,0.1519,0.33089999999999997,0.02742245,0.45905107283167124,0.11330000000000001,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000012.SZ,20221231,Train,0.1519,0.2726,0.025598700000000002,0.5572267057960382,0.11330000000000001,10.0,2021,8.0,3.0,37.5,2021,0.0,0.0,0.0,1.0
000012.SZ,20230331,Train,0.1519,0.2726,0.025598700000000002,0.5572267057960382,0.11330000000000001,10.0,2022,10.0,4.0,40.0,2022,0.0,0.0,0.0,1.0
000012.SZ,20230630,Train,0.1519,0.2726,0.025598700000000002,0.5572267057960382,0.11330000000000001,10.0,2022,10.0,4.0,40.0,2022,0.0,0.0,0.0,1.0
000012.SZ,20230930,Train,0.1519,0.2726,0.025598700000000002,0.5572267057960382,0.11330000000000001,10.0,2022,10.0,4.0,40.0,2022,0.0,0.0,0.0,1.0
000012.SZ,20231231,Train,0.1519,0.2864,0.02604794,0.5303770949720671,0.11330000000000001,10.0,2022,10.0,4.0,40.0,2022,0.0,0.0,0.0,1.0
