secucode,year,kind,date,type
000666.SZ,2020,letter,2020-06-30,annual_report
000666.SZ,2021,letter,2021-03-30,attention
000667.SZ,2022,letter,2021-12-31,annual_report
000667.SZ,2022,letter,2022-01-29,attention
000667.SZ,2022,letter,2022-12-29,attention
000667.SZ,2023,letter,2023-01-31,attention
000668.SZ,2020,letter,2020-06-09,restructuring
000668.SZ,2020,letter,2020-12-18,attention
000668.SZ,2021,letter,2021-06-16,restructuring
000668.SZ,2021,letter,2021-05-31,annual_report
000668.SZ,2022,letter,2022-01-26,restructuring
000668.SZ,2022,letter,2022-06-30,annual_report
000668.SZ,2023,letter,2023-04-08,restructuring
000668.SZ,2024,letter,2024-01-31,attention
000668.SZ,2024,letter,2024-05-20,annual_report
000669.SZ,2020,letter,2020-05-18,annual_report
000669.SZ,2021,letter,2021-07-15,attention
000669.SZ,2021,letter,2021-05-13,annual_report
000669.SZ,2022,letter,2022-06-30,annual_report
000669.SZ,2023,letter,2023-06-12,attention
000669.SZ,2023,letter,2023-05-04,annual_report
000669.SZ,2024,letter,2024-05-17,annual_report
000670.SZ,2020,letter,2020-06-11,restructuring
000670.SZ,2021,letter,2021-05-13,restructuring
000670.SZ,2021,letter,2021-12-07,restructuring
000670.SZ,2022,letter,2022-03-23,annual_report
000670.SZ,2022,letter,2022-02-16,annual_report
000670.SZ,2023,letter,2023-06-05,annual_report
000671.SZ,2022,letter,2022-01-29,attention
000671.SZ,2022,letter,2022-05-30,annual_report
000671.SZ,2022,letter,2022-10-26,attention
000671.SZ,2023,letter,2023-05-05,annual_report
000671.SZ,2023,letter,2023-02-06,attention
000673.SZ,2020,letter,2020-06-02,annual_report
000673.SZ,2021,letter,2021-08-06,annual_report
000673.SZ,2021,letter,2021-02-01,attention
000673.SZ,2021,letter,2021-12-07,attention
000673.SZ,2021,letter,2021-09-10,annual_report
000673.SZ,2021,letter,2021-03-08,attention
000673.SZ,2021,letter,2021-06-30,annual_report
000673.SZ,2022,letter,2022-01-26,annual_report
000673.SZ,2022,letter,2022-02-07,attention
000676.SZ,2020,letter,2020-02-05,attention
000676.SZ,2020,letter,2020-07-17,annual_report
000676.SZ,2021,letter,2021-01-30,attention
000676.SZ,2021,letter,2021-05-26,annual_report
000676.SZ,2022,letter,2022-05-20,annual_report
000676.SZ,2022,letter,2022-01-18,attention
000679.SZ,2020,letter,2020-06-08,restructuring
000679.SZ,2020,letter,2020-09-04,attention
000679.SZ,2020,letter,2020-06-09,annual_report
000679.SZ,2021,letter,2021-04-13,annual_report
000679.SZ,2022,letter,2022-05-25,annual_report
000679.SZ,2024,letter,2024-05-30,annual_report
000683.SZ,2022,letter,2022-01-11,restructuring
000685.SZ,2023,letter,2023-02-20,attention
000687.SZ,2020,letter,2020-05-29,annual_report
000687.SZ,2020,letter,2020-07-20,annual_report
000687.SZ,2020,letter,2020-04-08,attention
000687.SZ,2020,letter,2020-01-22,attention
000687.SZ,2020,letter,2020-04-30,attention
000687.SZ,2020,letter,2020-06-22,annual_report
000687.SZ,2020,letter,2020-07-23,restructuring
000687.SZ,2020,letter,2020-04-21,attention
000687.SZ,2020,letter,2020-06-14,attention
000687.SZ,2020,letter,2020-05-22,attention
000687.SZ,2021,letter,2021-09-08,annual_report
000687.SZ,2021,letter,2021-05-12,annual_report
000687.SZ,2021,letter,2021-07-30,attention
000687.SZ,2022,letter,2022-01-21,attention
000688.SZ,2021,letter,2021-08-13,attention
000688.SZ,2021,letter,2021-06-23,annual_report
000688.SZ,2022,letter,2022-04-07,annual_report
000688.SZ,2022,letter,2022-05-13,restructuring
000688.SZ,2022,letter,2022-09-30,attention
000690.SZ,2023,letter,2023-06-14,attention
000691.SZ,2020,letter,2020-03-12,restructuring
000691.SZ,2020,letter,2020-05-28,annual_report
000691.SZ,2023,letter,2023-05-24,annual_report
000691.SZ,2023,letter,2023-05-09,attention
000692.SZ,2021,letter,2021-12-17,attention
000692.SZ,2021,letter,2021-06-04,annual_report
000692.SZ,2021,letter,2021-12-06,attention
000692.SZ,2022,letter,2022-06-30,annual_report
000692.SZ,2022,letter,2022-01-27,attention
000692.SZ,2023,letter,2023-12-19,attention
000692.SZ,2023,letter,2023-12-27,attention
000692.SZ,2023,letter,2023-01-31,attention
000692.SZ,2023,letter,2023-05-04,annual_report
000692.SZ,2024,letter,2024-05-07,annual_report
000695.SZ,2023,letter,2023-03-13,restructuring
000697.SZ,2020,letter,2020-02-05,attention
000697.SZ,2020,letter,2020-05-18,annual_report
000697.SZ,2021,letter,2021-05-31,annual_report
000697.SZ,2022,letter,2022-05-29,annual_report
000697.SZ,2022,letter,2022-11-18,attention
000697.SZ,2023,letter,2023-04-04,annual_report
000697.SZ,2024,letter,2024-04-23,annual_report
000697.SZ,2024,letter,2024-03-26,annual_report
000698.SZ,2020,letter,2020-04-07,attention
000700.SZ,2020,letter,2020-01-09,attention
000700.SZ,2020,letter,2020-04-14,attention
000700.SZ,2021,letter,2021-09-22,other
000700.SZ,2022,letter,2022-05-31,annual_report
000700.SZ,2023,letter,2023-05-22,annual_report
000701.SZ,2020,letter,2020-06-30,annual_report
000701.SZ,2020,letter,2019-12-28,attention
000707.SZ,2020,letter,2020-05-31,annual_report
000707.SZ,2021,letter,2021-03-29,annual_report
000707.SZ,2021,letter,2021-06-07,restructuring
000707.SZ,2022,letter,2022-03-11,annual_report
000709.SZ,2021,letter,2021-06-22,attention
000710.SZ,2020,letter,2020-05-06,annual_report
000710.SZ,2022,letter,2022-05-05,annual_report
000711.SZ,2020,letter,2020-06-30,annual_report
000711.SZ,2020,letter,2020-06-02,annual_report
000711.SZ,2021,letter,2021-06-16,annual_report
000711.SZ,2021,letter,2020-06-17,annual_report
000711.SZ,2021,letter,2021-12-28,attention
000711.SZ,2022,letter,2022-10-10,annual_report
000711.SZ,2022,letter,2022-05-09,annual_report
000711.SZ,2023,letter,2023-05-09,annual_report
000711.SZ,2023,letter,2023-01-31,attention
000711.SZ,2024,letter,2024-05-14,annual_report
000712.SZ,2020,letter,2020-08-04,attention
000712.SZ,2021,letter,2020-08-04,annual_report
000712.SZ,2022,letter,2022-03-16,annual_report
000713.SZ,2021,letter,2021-04-02,attention
000716.SZ,2020,letter,2020-10-22,annual_report
000716.SZ,2022,letter,2022-10-10,annual_report
000716.SZ,2023,letter,2023-06-09,annual_report
000716.SZ,2023,letter,2023-01-12,attention
000716.SZ,2024,letter,2024-04-30,annual_report
000718.SZ,2021,letter,2021-07-24,attention
000718.SZ,2022,letter,2022-10-28,attention
000721.SZ,2022,letter,2022-12-21,restructuring
000721.SZ,2022,letter,2022-11-09,restructuring
000723.SZ,2020,letter,2020-09-25,attention
000723.SZ,2020,letter,2020-04-22,attention
000723.SZ,2021,letter,2021-06-01,annual_report
000723.SZ,2021,letter,2021-01-26,attention
000723.SZ,2021,letter,2021-07-05,annual_report
000723.SZ,2022,letter,2022-05-18,attention
000723.SZ,2023,letter,2023-06-12,annual_report
000723.SZ,2024,letter,2024-06-30,annual_report
000727.SZ,2020,letter,2020-09-11,restructuring
000727.SZ,2020,letter,2020-05-26,annual_report
000727.SZ,2020,letter,2020-11-09,restructuring
000727.SZ,2021,letter,2021-03-19,annual_report
000727.SZ,2021,letter,2021-03-26,restructuring
000732.SZ,2020,letter,2020-08-24,annual_report
000732.SZ,2020,letter,2020-05-12,restructuring
000732.SZ,2020,letter,2020-04-30,attention
000732.SZ,2020,letter,2020-06-16,annual_report
000732.SZ,2021,letter,2021-05-31,annual_report
000732.SZ,2021,letter,2021-02-01,attention
000732.SZ,2022,letter,2022-04-24,attention
000732.SZ,2022,letter,2022-05-30,annual_report
000732.SZ,2022,letter,2022-12-01,restructuring
000732.SZ,2023,letter,2023-02-03,attention
000736.SZ,2022,letter,2022-04-01,annual_report
000737.SZ,2020,letter,2020-04-07,annual_report
000737.SZ,2021,letter,2021-03-17,annual_report
000737.SZ,2021,letter,2021-02-01,restructuring
000737.SZ,2024,letter,2024-04-03,attention
000751.SZ,2020,letter,2020-04-26,annual_report
000751.SZ,2021,letter,2021-09-06,restructuring
000752.SZ,2020,letter,2020-05-11,annual_report
000752.SZ,2021,letter,2021-08-12,attention
000752.SZ,2021,letter,2021-09-17,annual_report
000752.SZ,2021,letter,2021-05-25,annual_report
000752.SZ,2021,letter,2021-12-15,attention
000752.SZ,2022,letter,2022-01-30,attention
000752.SZ,2022,letter,2022-09-23,annual_report
000752.SZ,2022,letter,2022-04-15,attention
000752.SZ,2022,letter,2022-06-30,annual_report
000752.SZ,2022,letter,2022-07-04,annual_report
000752.SZ,2022,letter,2022-09-01,attention
000752.SZ,2023,letter,2023-12-18,attention
000752.SZ,2023,letter,2023-05-18,annual_report
000752.SZ,2024,letter,2024-02-01,attention
000752.SZ,2024,letter,2024-03-22,attention
000752.SZ,2024,letter,2023-12-31,annual_report
000755.SZ,2020,letter,2020-12-04,restructuring
000755.SZ,2022,letter,2022-07-13,restructuring
000756.SZ,2022,letter,2022-12-14,restructuring
000757.SZ,2023,letter,2023-03-29,attention
000758.SZ,2020,letter,2020-09-26,attention
000758.SZ,2020,letter,2019-12-10,attention
000758.SZ,2020,letter,2020-03-16,restructuring
000758.SZ,2020,letter,2020-04-24,annual_report
000758.SZ,2022,letter,2022-04-22,attention
000759.SZ,2022,letter,2022-09-15,restructuring
000760.SZ,2020,letter,2020-12-07,annual_report
000760.SZ,2020,letter,2020-12-14,attention
000760.SZ,2020,letter,2020-07-03,annual_report
000760.SZ,2020,letter,2020-01-03,attention
000760.SZ,2020,letter,2020-04-15,attention
000760.SZ,2020,letter,2020-12-17,attention
000760.SZ,2020,letter,2020-04-29,annual_report
000760.SZ,2021,letter,2021-01-31,attention
000760.SZ,2021,letter,2021-02-19,attention
000761.SZ,2023,letter,2023-06-21,attention
000761.SZ,2024,letter,2024-05-27,annual_report
000762.SZ,2021,letter,2021-09-02,attention
000762.SZ,2021,letter,2021-11-10,attention
000766.SZ,2020,letter,2020-05-26,annual_report
000766.SZ,2021,letter,2021-05-21,annual_report
000768.SZ,2020,letter,2020-09-30,restructuring
000771.SZ,2021,letter,2021-11-10,attention
000771.SZ,2023,letter,2023-04-24,annual_report
000780.SZ,2020,letter,2020-05-26,annual_report
000780.SZ,2021,letter,2020-05-06,annual_report
000780.SZ,2021,letter,2021-06-21,restructuring
000782.SZ,2020,letter,2020-12-17,attention
000782.SZ,2021,letter,2021-06-30,annual_report
000782.SZ,2024,letter,2024-01-15,attention
000782.SZ,2024,letter,2024-04-19,annual_report
000786.SZ,2021,letter,2021-02-10,restructuring
000788.SZ,2021,letter,2021-05-12,annual_report
000790.SZ,2022,letter,2022-06-08,attention
000792.SZ,2020,letter,2020-01-13,attention
000792.SZ,2020,letter,2020-06-01,annual_report
000792.SZ,2023,letter,2023-05-08,attention
000793.SZ,2020,letter,2020-06-04,annual_report
000793.SZ,2021,letter,2021-02-01,annual_report
000793.SZ,2021,letter,2021-08-13,annual_report
000793.SZ,2021,letter,2021-06-01,annual_report
000793.SZ,2023,letter,2023-05-22,annual_report
000793.SZ,2024,letter,2024-04-19,attention
000796.SZ,2021,letter,2021-07-09,restructuring
000796.SZ,2021,letter,2020-12-15,annual_report
000796.SZ,2022,letter,2022-05-24,annual_report
000796.SZ,2022,letter,2022-09-01,annual_report
000796.SZ,2023,letter,2023-03-22,attention
000796.SZ,2023,letter,2023-05-19,annual_report
000796.SZ,2023,letter,2023-06-28,attention
000796.SZ,2024,letter,2024-05-15,annual_report
000798.SZ,2023,letter,2023-06-02,restructuring
000802.SZ,2020,letter,2020-04-29,attention
000802.SZ,2020,letter,2020-06-30,annual_report
000802.SZ,2020,letter,2020-02-02,attention
000802.SZ,2021,letter,2021-05-27,annual_report
000802.SZ,2021,letter,2021-02-01,annual_report
000802.SZ,2021,letter,2021-03-03,attention
000802.SZ,2022,letter,2022-05-06,annual_report
000802.SZ,2023,letter,2023-05-22,annual_report
000803.SZ,2020,letter,2020-07-09,annual_report
000803.SZ,2020,letter,2020-09-18,restructuring
000803.SZ,2020,letter,2020-10-22,restructuring
000803.SZ,2020,letter,2020-02-05,restructuring
000803.SZ,2021,letter,2021-02-10,annual_report
000803.SZ,2022,letter,2022-08-02,attention
000803.SZ,2022,letter,2022-06-08,restructuring
000806.SZ,2020,letter,2020-04-27,attention
000806.SZ,2020,letter,2020-05-29,attention
000806.SZ,2020,letter,2020-06-23,annual_report
000806.SZ,2021,letter,2021-12-29,attention
000806.SZ,2021,letter,2021-08-18,attention
000806.SZ,2021,letter,2021-06-15,annual_report
000806.SZ,2021,letter,2021-05-20,annual_report
000806.SZ,2021,letter,2021-02-04,annual_report
000806.SZ,2022,letter,2022-05-30,annual_report
000806.SZ,2023,letter,2023-01-03,attention
000809.SZ,2022,letter,2022-06-14,annual_report
000809.SZ,2022,letter,2022-02-07,attention
000809.SZ,2023,letter,2023-05-18,annual_report
000812.SZ,2020,letter,2020-05-05,attention
000812.SZ,2020,letter,2020-12-29,attention
000812.SZ,2021,letter,2021-06-23,annual_report
000812.SZ,2021,letter,2021-12-02,restructuring
000812.SZ,2021,letter,2021-12-20,restructuring
000812.SZ,2021,letter,2021-05-06,annual_report
000812.SZ,2022,letter,2022-05-17,annual_report
000812.SZ,2023,letter,2023-03-28,attention
000812.SZ,2023,letter,2023-06-05,annual_report
000813.SZ,2020,letter,2020-08-18,attention
000813.SZ,2020,letter,2020-05-26,annual_report
000813.SZ,2021,letter,2021-11-10,attention
000813.SZ,2021,letter,2021-04-22,attention
000813.SZ,2021,letter,2021-03-08,annual_report
000815.SZ,2023,letter,2023-05-24,restructuring
000816.SZ,2020,letter,2020-05-31,annual_report
000816.SZ,2020,letter,2020-09-11,annual_report
000816.SZ,2021,letter,2021-10-08,attention
000818.SZ,2020,letter,2020-01-22,attention
000818.SZ,2020,letter,2020-04-13,annual_report
000820.SZ,2020,letter,2020-04-30,attention
000820.SZ,2020,letter,2020-05-25,annual_report
000820.SZ,2021,letter,2021-05-28,annual_report
000820.SZ,2021,letter,2021-05-13,attention
000820.SZ,2021,letter,2021-12-03,annual_report
000820.SZ,2021,letter,2021-06-11,attention
000820.SZ,2021,letter,2021-12-21,attention
000820.SZ,2021,letter,2021-06-01,attention
000820.SZ,2022,letter,2022-01-25,attention
000820.SZ,2022,letter,2022-04-30,annual_report
000820.SZ,2022,letter,2022-09-26,annual_report
000820.SZ,2022,letter,2022-10-19,attention
000820.SZ,2023,letter,2023-05-24,annual_report
000820.SZ,2024,letter,2024-01-03,attention
000820.SZ,2024,letter,2024-05-16,annual_report
000821.SZ,2020,letter,2020-05-12,annual_report
000821.SZ,2023,letter,2023-06-05,annual_report
000821.SZ,2024,letter,2024-05-21,annual_report
000822.SZ,2023,letter,2023-06-09,annual_report
000826.SZ,2021,letter,2021-01-25,annual_report
000826.SZ,2021,letter,2021-06-30,attention
000826.SZ,2021,letter,2021-07-15,attention
000826.SZ,2022,letter,2022-06-30,annual_report
000826.SZ,2022,letter,2022-02-07,annual_report
000826.SZ,2022,letter,2022-06-15,attention
000826.SZ,2023,letter,2023-06-30,annual_report
000826.SZ,2023,letter,2023-12-21,attention
000826.SZ,2024,letter,2024-04-12,attention
000828.SZ,2023,letter,2023-08-15,attention
000828.SZ,2023,letter,2023-11-20,restructuring
000829.SZ,2021,letter,2021-09-12,attention
000829.SZ,2021,letter,2021-05-20,attention
000830.SZ,2022,letter,2022-12-08,restructuring
000835.SZ,2020,letter,2020-07-06,attention
000835.SZ,2020,letter,2020-07-06,annual_report
000835.SZ,2020,letter,2020-04-23,annual_report
000835.SZ,2021,letter,2021-11-30,restructuring
000835.SZ,2021,letter,2021-09-29,annual_report
000835.SZ,2021,letter,2021-02-05,attention
000835.SZ,2021,letter,2021-05-28,annual_report
000837.SZ,2020,letter,2020-05-25,annual_report
000837.SZ,2021,letter,2021-04-09,annual_report
000838.SZ,2023,letter,2023-07-20,attention
000838.SZ,2024,letter,2024-03-21,attention
000839.SZ,2021,letter,2021-11-02,attention
000839.SZ,2021,letter,2021-01-30,attention
000839.SZ,2022,letter,2022-11-02,attention
000839.SZ,2022,letter,2021-12-31,annual_report
000839.SZ,2023,letter,2023-05-08,annual_report
000848.SZ,2022,letter,2022-12-28,attention
000850.SZ,2020,letter,2020-12-11,attention
000850.SZ,2022,letter,2022-12-28,attention
000851.SZ,2021,letter,2021-06-30,annual_report
000851.SZ,2022,letter,2022-06-17,attention
000851.SZ,2022,letter,2021-01-04,attention
000851.SZ,2023,letter,2023-02-01,attention
000851.SZ,2023,letter,2023-06-29,annual_report
000851.SZ,2024,letter,2024-05-13,annual_report
000858.SZ,2021,letter,2021-01-04,attention
000861.SZ,2021,letter,2021-12-08,attention
000861.SZ,2021,letter,2021-11-24,attention
000861.SZ,2023,letter,2023-06-30,annual_report
000862.SZ,2020,letter,2020-03-27,annual_report
000862.SZ,2022,letter,2022-03-10,restructuring
000863.SZ,2020,letter,2020-05-15,annual_report
000863.SZ,2021,letter,2021-06-09,annual_report
000863.SZ,2022,letter,2022-04-14,annual_report
000868.SZ,2020,letter,2020-04-01,annual_report
000868.SZ,2021,letter,2021-04-06,annual_report
000868.SZ,2022,letter,2022-09-13,restructuring
000877.SZ,2021,letter,2021-03-11,restructuring
000878.SZ,2021,letter,2021-12-03,attention
000881.SZ,2022,letter,2022-07-19,restructuring
000881.SZ,2023,letter,2023-09-05,restructuring
000885.SZ,2023,letter,2023-06-19,attention
000885.SZ,2024,letter,2024-05-09,annual_report
000886.SZ,2021,letter,2021-06-30,annual_report
000886.SZ,2022,letter,2022-04-29,annual_report
000886.SZ,2023,letter,2023-02-17,attention
000886.SZ,2024,letter,2024-05-06,annual_report
000886.SZ,2024,letter,2024-01-30,attention
000887.SZ,2021,letter,2021-03-29,attention
000887.SZ,2022,letter,2022-12-27,attention
000889.SZ,2020,letter,2020-07-03,annual_report
000889.SZ,2020,letter,2020-04-13,annual_report
000889.SZ,2021,letter,2021-11-02,attention
000889.SZ,2021,letter,2021-12-21,restructuring
000889.SZ,2021,letter,2021-07-07,attention
000889.SZ,2022,letter,2022-02-14,attention
000889.SZ,2022,letter,2022-06-14,attention
000889.SZ,2022,letter,2022-05-13,annual_report
000889.SZ,2023,letter,2023-06-01,attention
000889.SZ,2024,letter,2024-05-09,annual_report
000890.SZ,2020,letter,2020-05-26,annual_report
000890.SZ,2020,letter,2020-05-06,attention
000890.SZ,2020,letter,2020-02-11,restructuring
000890.SZ,2021,letter,2021-04-21,restructuring
000890.SZ,2021,letter,2021-04-07,annual_report
000890.SZ,2022,letter,2022-04-28,annual_report
000890.SZ,2023,letter,2023-01-31,attention
000890.SZ,2023,letter,2023-05-18,annual_report
000890.SZ,2024,letter,2024-05-17,annual_report
000892.SZ,2020,letter,2020-06-30,annual_report
000892.SZ,2020,letter,2020-01-21,attention
000892.SZ,2020,letter,2020-02-03,restructuring
000892.SZ,2021,letter,2021-06-11,annual_report
000892.SZ,2022,letter,2022-05-12,annual_report
000892.SZ,2022,letter,2022-09-02,attention
000892.SZ,2023,letter,2023-05-22,annual_report
000893.SZ,2020,letter,2020-12-11,restructuring
000893.SZ,2021,letter,2021-08-13,restructuring
000893.SZ,2024,letter,2024-03-30,attention
000895.SZ,2021,letter,2021-10-08,annual_report
000895.SZ,2022,letter,2022-05-16,annual_report
000897.SZ,2020,letter,2020-03-24,annual_report
000901.SZ,2024,letter,2024-06-30,annual_report
000902.SZ,2022,letter,2022-05-31,attention
000903.SZ,2020,letter,2020-04-09,attention
000903.SZ,2024,letter,2024-04-15,attention
000906.SZ,2020,letter,2020-09-30,restructuring
000906.SZ,2021,letter,2021-04-01,attention
000908.SZ,2020,letter,2020-04-10,attention
000908.SZ,2021,letter,2021-06-02,annual_report
000908.SZ,2021,letter,2021-10-15,attention
000908.SZ,2022,letter,2022-05-17,annual_report
000908.SZ,2023,letter,2023-06-13,annual_report
000908.SZ,2024,letter,2024-05-15,annual_report
