company_code,report_period,split,sent_news_count_5d,sent_news_count_10d,sent_news_count_30d,sent_news_title_count_30d,sent_news_daily_peak_30d,sent_negative_news_count_30d,sent_negative_ratio_30d,sent_sentiment_mean_30d,sent_sentiment_volatility_30d,sent_negative_peak_30d,sent_post_count_5d,sent_post_count_30d,sent_comment_count_30d,sent_read_count_30d,sent_post_daily_peak_30d,sent_guba_sentiment_mean_30d,sent_guba_sentiment_volatility_30d,sent_guba_positive_ratio_30d,sent_guba_negative_ratio_30d
000004.SZ,20200331,Train,0.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,84.0,1881.0,2476.0,1077187.0,329.0,0.045188729399255716,0.1902628917962701,0.266347687400319,0.22115895800106328
000004.SZ,20200630,Train,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,355.0,244.0,86520.0,43.0,0.028169014084507043,0.27658453648073117,0.28169014084507044,0.2535211267605634
000004.SZ,20200930,Train,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,529.0,263.0,126191.0,44.0,-0.024574669187145556,0.2763213349197882,0.21172022684310018,0.23629489603024575
000004.SZ,20201231,Train,0.0,2.0,11.0,1.0,2.0,5.0,0.45454545454545453,-0.18181818181818182,0.8451542547285166,1.0,104.0,1083.0,939.0,232112.0,171.0,-0.10895660203139428,0.22918859714527978,0.1994459833795014,0.30840258541089566
000004.SZ,20210331,Train,0.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,0.0,1.0,26.0,154.0,163.0,107791.0,12.0,0.03896103896103896,0.3409148729206605,0.22077922077922077,0.18181818181818182
000004.SZ,20210630,Train,0.0,0.0,2.0,2.0,2.0,2.0,1.0,-1.0,0.0,1.0,108.0,1988.0,2960.0,936452.0,255.0,-0.07645875251509054,0.15327239149265853,0.18661971830985916,0.2630784708249497
000004.SZ,20210930,Train,1.0,3.0,8.0,6.0,3.0,7.0,0.875,-0.875,0.4472135954999579,1.0,119.0,660.0,1025.0,220945.0,64.0,0.03939393939393939,0.25324968623549904,0.24393939393939393,0.20454545454545456
000004.SZ,20211231,Train,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,89.0,424.0,566.0,139607.0,36.0,0.04716981132075472,0.2561802091587235,0.25,0.2028301886792453
000004.SZ,20220331,Train,0.0,6.0,12.0,2.0,4.0,1.0,0.08333333333333333,0.5833333333333334,0.6645800679125629,0.5,104.0,598.0,781.0,259406.0,124.0,0.016722408026755852,0.29874685297323594,0.225752508361204,0.20903010033444816
000004.SZ,20220630,Train,0.0,8.0,8.0,3.0,5.0,5.0,0.625,-0.5,1.0,1.0,76.0,415.0,247.0,47564.0,28.0,0.09156626506024096,0.34387212338244155,0.27710843373493976,0.1855421686746988
000004.SZ,20220930,Train,2.0,2.0,4.0,0.0,2.0,1.0,0.25,0.25,0.8660254037844386,0.5,40.0,284.0,341.0,107150.0,45.0,0.05985915492957746,0.26832723675895515,0.2746478873239437,0.2147887323943662
000004.SZ,20221231,Train,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,26.0,409.0,520.0,197145.0,50.0,0.014669926650366748,0.28489293767999957,0.21515892420537897,0.20048899755501223
000004.SZ,20230331,Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,218.0,551.0,120237.0,20.0,0.05045871559633028,0.44247235757704206,0.26146788990825687,0.21100917431192662
000004.SZ,20230630,Train,9.0,9.0,15.0,6.0,4.0,11.0,0.7333333333333333,-0.6,0.8521681032463466,1.0,452.0,1486.0,3289.0,303479.0,176.0,-0.019515477792732168,0.16132225550879287,0.22611036339165544,0.24562584118438763
000004.SZ,20230930,Train,0.0,0.0,2.0,1.0,1.0,1.0,0.5,-0.5,0.7071067811865476,1.0,135.0,726.0,732.0,146864.0,78.0,-0.03305785123966942,0.4067584141892042,0.21487603305785125,0.24793388429752067
000004.SZ,20231231,Train,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,45.0,418.0,801.0,77586.0,39.0,-0.004784688995215311,0.3672078492597172,0.24401913875598086,0.24880382775119617
000004.SZ,20240331,Train,0.0,0.0,2.0,0.0,1.0,1.0,0.5,-0.5,0.7071067811865476,1.0,90.0,889.0,1401.0,181300.0,127.0,0.019122609673790775,0.3586946389597989,0.23847019122609675,0.21934758155230596
000004.SZ,20240630,Train,2.0,2.0,5.0,4.0,1.0,2.0,0.4,0.2,1.0954451150103324,1.0,260.0,660.0,1121.0,122441.0,140.0,-0.004545454545454545,0.39739828307387876,0.24545454545454545,0.25
000004.SZ,20240930,Train,0.0,5.0,13.0,17.0,2.0,6.0,0.3,0.3,0.6067798762169179,1.0,386.0,1712.0,2434.0,342233.0,290.0,0.035630841121495324,0.1484777683601153,0.24240654205607476,0.20677570093457945
000004.SZ,20241231,Train,0.0,6.0,8.0,5.0,4.0,2.0,0.25,0.25,0.8366600265340756,1.0,165.0,1553.0,2526.0,250342.0,224.0,-0.11783644558918223,0.27153939378687497,0.16162266580811332,0.27945911139729557
000005.SZ,20200331,Test,0.0,0.0,3.0,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,33.0,451.0,256.0,204735.0,44.0,0.08647450110864745,0.2839845565372401,0.24833702882483372,0.16186252771618626
000005.SZ,20200630,Test,16.0,16.0,19.0,0.0,16.0,8.0,0.42105263157894735,-0.15789473684210525,0.8218611373989323,1.0,38.0,239.0,107.0,53959.0,22.0,0.058577405857740586,0.24412214337963867,0.2510460251046025,0.19246861924686193
000005.SZ,20200930,Test,5.0,9.0,21.0,7.0,4.0,13.0,0.6190476190476191,-0.38095238095238093,0.8796644381862461,1.0,90.0,420.0,310.0,129100.0,28.0,-0.05714285714285714,0.22429025308573072,0.19523809523809524,0.2523809523809524
000005.SZ,20201231,Test,0.0,2.0,7.0,4.0,4.0,1.0,0.14285714285714285,0.5714285714285714,0.9574271077563381,1.0,74.0,323.0,218.0,80788.0,25.0,-0.05263157894736842,0.36229890272262627,0.2260061919504644,0.2786377708978328
000005.SZ,20210331,Test,0.0,4.0,4.0,4.0,4.0,2.0,0.5,-0.25,0.0,0.5,255.0,662.0,918.0,379374.0,115.0,-0.04682779456193353,0.37659108081486814,0.20241691842900303,0.24924471299093656
000005.SZ,20210630,Test,2.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,72.0,431.0,578.0,239913.0,36.0,-0.0069605568445475635,0.3013188042696409,0.22505800464037123,0.23201856148491878
000005.SZ,20210930,Test,1.0,1.0,8.0,0.0,4.0,0.0,0.0,0.625,0.33541019662496846,0.0,118.0,688.0,1048.0,263857.0,93.0,-0.0014534883720930232,0.22235008849402654,0.22819767441860464,0.22965116279069767
000005.SZ,20211231,Test,0.0,0.0,4.0,4.0,2.0,1.0,0.25,0.25,0.8660254037844386,0.5,36.0,339.0,531.0,169907.0,33.0,0.09144542772861357,0.34670956641428763,0.2713864306784661,0.17994100294985252
000005.SZ,20220331,Test,3.0,3.0,8.0,2.0,2.0,6.0,0.75,-0.75,0.5163977794943223,1.0,68.0,305.0,383.0,166593.0,24.0,0.07540983606557378,0.2970250196325893,0.2983606557377049,0.22295081967213115
000005.SZ,20220630,Test,0.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,-0.3333333333333333,0.5773502691896258,1.0,133.0,827.0,793.0,102480.0,69.0,0.02418379685610641,0.13478542786467312,0.218863361547763,0.1946795646916566
000005.SZ,20220930,Test,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,55.0,294.0,849.0,115440.0,28.0,0.003401360544217687,0.3602012649739853,0.2619047619047619,0.2585034013605442
000005.SZ,20221231,Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,574.0,1312.0,185278.0,85.0,0.09407665505226481,0.2528295759166021,0.2735191637630662,0.1794425087108014
000005.SZ,20230331,Test,1.0,1.0,4.0,2.0,1.0,1.0,0.25,0.25,0.9574271077563381,1.0,48.0,244.0,561.0,161543.0,23.0,0.0860655737704918,0.2152002046017483,0.2581967213114754,0.1721311475409836
000005.SZ,20230630,Test,0.0,0.0,6.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.816496580927726,1.0,96.0,1335.0,3273.0,359931.0,315.0,-0.015730337078651686,0.19068421195190283,0.19850187265917604,0.21423220973782772
000005.SZ,20230930,Test,0.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.7071067811865476,0.5,13.0,308.0,1046.0,148621.0,27.0,-0.016233766233766232,0.2350244633451023,0.19155844155844157,0.2077922077922078
000005.SZ,20231231,Test,1.0,1.0,8.0,2.0,3.0,6.0,0.75,-0.5,1.0954451150103324,1.0,88.0,948.0,2027.0,224438.0,156.0,-0.11392405063291139,0.1873507320733351,0.16350210970464135,0.27742616033755274
000005.SZ,20240331,Test,2.0,2.0,10.0,2.0,2.0,4.0,0.4,0.1,0.7559289460184544,1.0,77.0,1620.0,5592.0,615313.0,630.0,-0.04197530864197531,0.11565932974189524,0.18209876543209877,0.22407407407407406
000005.SZ,20240630,Test,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,43.0,18035.0,7.0,-0.1724137931034483,0.6091118208530554,0.1724137931034483,0.3448275862068966
000005.SZ,20241231,Test,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,12.0,2575.0,1.0,0.16666666666666666,0.6327568036609429,0.3333333333333333,0.16666666666666666
000007.SZ,20200331,Train,1.0,1.0,19.0,2.0,5.0,7.0,0.3684210526315789,0.21052631578947367,0.7818247885555946,1.0,182.0,1341.0,1312.0,525368.0,116.0,0.12304250559284116,0.1439506012579351,0.2662192393736018,0.14317673378076062
000007.SZ,20200630,Train,1.0,1.0,7.0,2.0,3.0,0.0,0.0,0.7142857142857143,0.5,0.0,21.0,290.0,165.0,71831.0,31.0,0.05172413793103448,0.21145126382573717,0.24482758620689654,0.19310344827586207
000007.SZ,20200930,Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,193.0,127.0,44504.0,20.0,0.08808290155440414,0.3734059149093687,0.25906735751295334,0.17098445595854922
000007.SZ,20201231,Train,14.0,16.0,25.0,12.0,12.0,10.0,0.4,0.0,0.7046024740693482,1.0,118.0,317.0,227.0,78845.0,71.0,0.022082018927444796,0.3614959558860146,0.2586750788643533,0.23659305993690852
000007.SZ,20210331,Train,2.0,2.0,4.0,3.0,2.0,3.0,0.75,-0.5,1.1547005383792517,1.0,214.0,2964.0,4447.0,1138116.0,385.0,-0.09851551956815115,0.13588682328554302,0.17543859649122806,0.2739541160593792
000007.SZ,20210630,Train,1.0,3.0,5.0,1.0,2.0,2.0,0.4,0.0,0.816496580927726,1.0,22.0,161.0,180.0,115566.0,27.0,0.12422360248447205,0.38005571350981043,0.2981366459627329,0.17391304347826086
000007.SZ,20210930,Train,1.0,4.0,8.0,4.0,3.0,3.0,0.375,0.25,1.0,1.0,28.0,201.0,374.0,86508.0,25.0,0.004975124378109453,0.2629160435540111,0.1890547263681592,0.18407960199004975
000007.SZ,20211231,Train,0.0,2.0,7.0,6.0,2.0,3.0,0.42857142857142855,0.14285714285714285,0.816496580927726,1.0,34.0,230.0,334.0,106888.0,32.0,0.008695652173913044,0.37340522010031924,0.26521739130434785,0.2565217391304348
000007.SZ,20220331,Train,0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,12.0,74.0,116.0,63326.0,8.0,0.17567567567567569,0.503361846138688,0.28378378378378377,0.10810810810810811
000007.SZ,20220630,Train,4.0,4.0,6.0,2.0,4.0,2.0,0.3333333333333333,0.0,0.0,0.5,51.0,250.0,420.0,35936.0,29.0,0.216,0.3962332300847763,0.332,0.116
000007.SZ,20220930,Train,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,348.0,500.0,109645.0,95.0,0.25,0.2793688743519341,0.34770114942528735,0.09770114942528736
000007.SZ,20221231,Train,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,127.0,160.0,40581.0,15.0,0.3543307086614173,0.38183183964255496,0.4251968503937008,0.07086614173228346
000007.SZ,20230331,Train,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,16.0,43.0,78.0,28299.0,8.0,0.3488372093023256,0.5125567878628803,0.4418604651162791,0.09302325581395349
000007.SZ,20230630,Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,187.0,370.0,41671.0,26.0,0.18181818181818182,0.3723636175664284,0.29411764705882354,0.11229946524064172
000007.SZ,20230930,Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,139.0,62589.0,12.0,0.29508196721311475,0.5831756048159359,0.39344262295081966,0.09836065573770492
000007.SZ,20231231,Train,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,52.0,54.0,20430.0,7.0,0.3269230769230769,0.48301180060624743,0.36538461538461536,0.038461538461538464
000007.SZ,20240331,Train,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.6666666666666666,0.7071067811865476,0.0,17.0,136.0,319.0,97295.0,15.0,0.1323529411764706,0.32353569901090595,0.25735294117647056,0.125
000007.SZ,20240630,Train,4.0,4.0,4.0,1.0,4.0,3.0,0.6,-0.2,1.0606601717798212,0.75,30.0,97.0,175.0,34503.0,19.0,0.29896907216494845,0.41429854426403884,0.38144329896907214,0.08247422680412371
000007.SZ,20240930,Train,1.0,1.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,31.0,150.0,313.0,34057.0,30.0,0.2866666666666667,0.36449988038849473,0.38,0.09333333333333334
000007.SZ,20241231,Train,0.0,0.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,8.0,142.0,345.0,27145.0,15.0,0.21830985915492956,0.4187960554291442,0.29577464788732394,0.07746478873239436
000008.SZ,20200331,Train,3.0,5.0,12.0,8.0,5.0,1.0,0.08333333333333333,0.8333333333333334,0.1511857892036909,0.2,133.0,1356.0,975.0,565024.0,95.0,0.10029498525073746,0.14051188762976843,0.24926253687315633,0.14896755162241887
000008.SZ,20200630,Train,1.0,5.0,9.0,0.0,4.0,7.0,0.7777777777777778,-0.7777777777777778,0.3333333333333333,1.0,130.0,983.0,723.0,226329.0,72.0,0.006103763987792472,0.23640861770775873,0.18413021363173956,0.1780264496439471
000008.SZ,20200930,Train,1.0,6.0,11.0,7.0,2.0,5.0,0.45454545454545453,-0.09090909090909091,0.8521681032463466,1.0,133.0,1069.0,594.0,248404.0,88.0,0.013096351730589336,0.26660407065362585,0.21889616463985032,0.205799812909261
000008.SZ,20201231,Train,1.0,2.0,17.0,15.0,10.0,6.0,0.35294117647058826,-0.11764705882352941,0.8375133261199916,1.0,145.0,883.0,583.0,210261.0,71.0,0.0985277463193658,0.21547173960325364,0.26727066817667045,0.16874292185730463
000008.SZ,20210331,Train,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.3535533905932738,0.0,100.0,426.0,405.0,195914.0,43.0,0.09859154929577464,0.22619397218702933,0.2652582159624413,0.16666666666666666
000008.SZ,20210630,Train,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,117.0,747.0,565.0,335371.0,60.0,0.03346720214190094,0.22239234529940785,0.20615796519410978,0.17269076305220885
000008.SZ,20210930,Train,0.0,3.0,6.0,5.0,3.0,4.0,0.6666666666666666,-0.5,0.23570226039551584,0.6666666666666666,69.0,563.0,608.0,221156.0,51.0,0.16341030195381884,0.1944461981363831,0.30905861456483125,0.14564831261101244
000008.SZ,20211231,Train,1.0,6.0,8.0,6.0,5.0,1.0,0.125,0.625,0.9712534856222311,1.0,1427.0,3484.0,5638.0,896554.0,751.0,0.03903559127439724,0.17166125114198327,0.24397244546498278,0.20493685419058552
000008.SZ,20220331,Train,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.3333333333333333,0.5773502691896258,0.0,204.0,1189.0,1808.0,409455.0,155.0,0.191757779646762,0.1869269076664092,0.3027754415475189,0.11101766190075694
000008.SZ,20220630,Train,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,171.0,1458.0,1749.0,201916.0,206.0,0.17969821673525377,0.11449855812402869,0.30795610425240055,0.12825788751714678
000008.SZ,20220930,Train,0.0,0.0,3.0,3.0,2.0,1.0,0.3333333333333333,0.0,0.0,0.5,67.0,331.0,297.0,100640.0,23.0,0.33534743202416917,0.22864494377690509,0.40483383685800606,0.06948640483383686
000008.SZ,20221231,Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,438.0,442.0,99146.0,33.0,0.24885844748858446,0.27361595726074406,0.3584474885844749,0.1095890410958904
000008.SZ,20230331,Train,1.0,2.0,14.0,13.0,3.0,5.0,0.35714285714285715,0.14285714285714285,0.9001028747788694,1.0,137.0,568.0,1026.0,211632.0,38.0,0.30633802816901406,0.1505059947772745,0.39436619718309857,0.0880281690140845
000008.SZ,20230630,Train,3.0,3.0,13.0,9.0,3.0,5.0,0.38461538461538464,0.15384615384615385,0.8660254037844386,1.0,95.0,555.0,791.0,93767.0,48.0,0.24684684684684685,0.17389116813447625,0.34594594594594597,0.0990990990990991
000008.SZ,20230930,Train,3.0,4.0,12.0,9.0,2.0,5.0,0.38461538461538464,-0.15384615384615385,0.834847109936722,1.0,117.0,484.0,708.0,136102.0,60.0,0.34710743801652894,0.21461641323903358,0.41735537190082644,0.07024793388429752
000008.SZ,20231231,Train,0.0,2.0,14.0,13.0,3.0,4.0,0.2857142857142857,0.07142857142857142,0.8183844368142353,1.0,77.0,638.0,1168.0,121591.0,48.0,0.3683385579937304,0.2043958805752974,0.44200626959247646,0.07366771159874608
000008.SZ,20240331,Train,2.0,4.0,27.0,22.0,7.0,6.0,0.2222222222222222,0.4444444444444444,0.8448569349712144,1.0,178.0,2789.0,3852.0,623725.0,462.0,0.19541054141269273,0.1986693129692465,0.32054499820724275,0.12513445679455001
000008.SZ,20240630,Train,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,340.0,459.0,74276.0,33.0,0.3235294117647059,0.20889271080754768,0.43529411764705883,0.11176470588235295
000008.SZ,20240930,Train,1.0,2.0,13.0,13.0,4.0,3.0,0.23076923076923078,0.07692307692307693,0.6123724356957945,1.0,142.0,622.0,604.0,140174.0,74.0,0.3295819935691318,0.22646809180652017,0.387459807073955,0.05787781350482315
000008.SZ,20241231,Train,2.0,3.0,18.0,15.0,6.0,3.0,0.16666666666666666,0.3888888888888889,0.6408699444616557,1.0,390.0,4182.0,7508.0,830402.0,532.0,0.16284074605451937,0.12208738566553183,0.290052606408417,0.12721186035389764
000009.SZ,20200331,Validation,0.0,0.0,11.0,9.0,3.0,2.0,0.18181818181818182,0.2727272727272727,0.6900655593423541,1.0,370.0,3785.0,4862.0,1935539.0,259.0,0.012417437252311756,0.14075104658362364,0.24200792602377807,0.22959048877146632
000009.SZ,20200630,Validation,11.0,17.0,46.0,30.0,11.0,7.0,0.15217391304347827,0.30434782608695654,0.6436515548008497,1.0,293.0,2756.0,2806.0,1037872.0,246.0,0.09071117561683599,0.12109550536023213,0.27249637155297535,0.18178519593613934
000009.SZ,20200930,Validation,1.0,1.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.1547005383792517,1.0,207.0,2714.0,2409.0,924788.0,278.0,-0.02431834929992631,0.18852913046360234,0.2196020633750921,0.24392041267501843
000009.SZ,20201231,Validation,0.0,2.0,14.0,9.0,4.0,1.0,0.07142857142857142,0.5,0.5345224838248488,0.5,359.0,1634.0,1476.0,526711.0,170.0,0.056303549571603426,0.14272261550673288,0.24663402692778458,0.19033047735618114
000009.SZ,20210331,Validation,4.0,12.0,12.0,12.0,6.0,2.0,0.16666666666666666,0.5,0.4303314829119352,0.3333333333333333,509.0,3520.0,6157.0,2163946.0,349.0,0.038636363636363635,0.14346140619485614,0.22926136363636362,0.190625
000009.SZ,20210630,Validation,1.0,5.0,28.0,27.0,10.0,6.0,0.21428571428571427,0.17857142857142858,0.7444361525243015,1.0,689.0,4255.0,9034.0,3019339.0,408.0,0.1055229142185664,0.08797119490587793,0.2780258519388954,0.172502937720329
000009.SZ,20210930,Validation,6.0,6.0,27.0,23.0,4.0,16.0,0.5925925925925926,-0.18518518518518517,0.8179128813519699,1.0,1121.0,7569.0,14939.0,2396528.0,910.0,-0.07187210992205047,0.12566224108149066,0.1798123926542476,0.25168450257629804
000009.SZ,20211231,Validation,0.0,1.0,7.0,4.0,3.0,1.0,0.14285714285714285,0.0,0.816496580927726,1.0,1514.0,8315.0,12783.0,1857850.0,784.0,-0.08875526157546602,0.1086366829595042,0.17666867107636802,0.26542393265183406
000009.SZ,20220331,Validation,8.0,11.0,24.0,20.0,6.0,13.0,0.5416666666666666,-0.125,0.9163286089924944,1.0,774.0,3535.0,5219.0,1008942.0,432.0,0.0942008486562942,0.1255676513749075,0.24582743988684583,0.15162659123055164
000009.SZ,20220630,Validation,1.0,19.0,39.0,37.0,12.0,5.0,0.1282051282051282,0.4358974358974359,0.7727365187946473,1.0,852.0,4505.0,6116.0,817434.0,349.0,0.1857935627081021,0.09451316898616155,0.30011098779134293,0.11431742508324085
000009.SZ,20220930,Validation,0.0,2.0,13.0,12.0,7.0,2.0,0.15384615384615385,0.23076923076923078,0.8329931278350429,1.0,462.0,2444.0,3490.0,625721.0,294.0,0.09124386252045827,0.13316749871195394,0.2618657937806874,0.17062193126022912
000009.SZ,20221231,Validation,0.0,6.0,7.0,7.0,2.0,3.0,0.42857142857142855,0.0,1.02469507659596,1.0,381.0,3313.0,5558.0,799166.0,578.0,0.17778448536070027,0.12058560831135973,0.2979172955025656,0.12013281014186537
000009.SZ,20230331,Validation,1.0,5.0,7.0,7.0,4.0,3.0,0.42857142857142855,-0.14285714285714285,0.9574271077563381,1.0,507.0,1934.0,2545.0,536444.0,185.0,0.09410548086866598,0.15598220891090642,0.24301964839710444,0.14891416752843847
000009.SZ,20230630,Validation,16.0,16.0,25.0,25.0,15.0,2.0,0.08,0.4,0.7064330251677218,1.0,271.0,1048.0,1713.0,281592.0,126.0,0.24141221374045801,0.2129361041304893,0.3520992366412214,0.11068702290076336
000009.SZ,20230930,Validation,0.0,3.0,23.0,23.0,14.0,6.0,0.2608695652173913,-0.08695652173913043,0.7123253522144269,1.0,81.0,651.0,1005.0,202165.0,62.0,0.21812596006144394,0.2352009189135012,0.3579109062980031,0.13978494623655913
000009.SZ,20231231,Validation,6.0,6.0,22.0,22.0,10.0,3.0,0.13636363636363635,0.0,0.46043457732885357,1.0,106.0,569.0,580.0,139070.0,51.0,0.29701230228471004,0.23841626975717722,0.39015817223198596,0.09314586994727592
000009.SZ,20240331,Validation,2.0,3.0,18.0,15.0,7.0,2.0,0.1111111111111111,0.5,0.816496580927726,1.0,139.0,962.0,845.0,189953.0,76.0,0.20582120582120583,0.23112469243245123,0.33783783783783783,0.13201663201663202
000009.SZ,20240630,Validation,0.0,0.0,9.0,9.0,5.0,8.0,0.8888888888888888,-0.7777777777777778,0.5,1.0,121.0,943.0,1119.0,189825.0,154.0,0.1728525980911983,0.25488809649968364,0.2916224814422057,0.11876988335100742
000009.SZ,20240930,Validation,1.0,2.0,4.0,6.0,1.0,2.0,0.3333333333333333,0.0,0.7071067811865476,1.0,123.0,604.0,645.0,114409.0,73.0,0.19701986754966888,0.18776909913542636,0.30132450331125826,0.10430463576158941
000009.SZ,20241231,Validation,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.5,0.5773502691896257,0.0,105.0,873.0,2245.0,191424.0,58.0,0.29782359679266895,0.15452339804626933,0.3734249713631157,0.07560137457044673
000010.SZ,20200331,Train,0.0,5.0,8.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,25.0,197.0,132.0,60904.0,20.0,0.18781725888324874,0.35933983051051754,0.3147208121827411,0.12690355329949238
000010.SZ,20200630,Train,1.0,1.0,3.0,0.0,2.0,2.0,0.6666666666666666,-0.3333333333333333,1.4142135623730951,1.0,21.0,253.0,128.0,49681.0,20.0,0.13438735177865613,0.3717293446637697,0.30434782608695654,0.16996047430830039
000010.SZ,20200930,Train,0.0,2.0,3.0,1.0,2.0,2.0,0.6666666666666666,-0.6666666666666666,0.3535533905932738,1.0,48.0,569.0,374.0,140855.0,100.0,0.05975395430579965,0.28359077854246195,0.2548330404217926,0.19507908611599298
000010.SZ,20201231,Train,3.0,9.0,9.0,6.0,5.0,4.0,0.4444444444444444,-0.1111111111111111,0.8036951697788944,0.8,148.0,329.0,209.0,70003.0,47.0,0.0547112462006079,0.4103205507291459,0.2553191489361702,0.2006079027355623
000010.SZ,20210331,Train,3.0,6.0,6.0,3.0,3.0,3.0,0.5,0.0,1.1547005383792517,1.0,130.0,1104.0,1117.0,436792.0,150.0,0.0552536231884058,0.26165849345909553,0.2463768115942029,0.1911231884057971
000010.SZ,20210630,Train,3.0,3.0,9.0,5.0,3.0,2.0,0.2222222222222222,0.5555555555555556,1.0954451150103324,1.0,27.0,270.0,735.0,149127.0,38.0,0.14074074074074075,0.257300338127411,0.2740740740740741,0.13333333333333333
000010.SZ,20210930,Train,1.0,1.0,3.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.7071067811865476,0.5,45.0,194.0,205.0,72342.0,15.0,0.07731958762886598,0.20444243728509048,0.23195876288659795,0.15463917525773196
000010.SZ,20211231,Train,1.0,2.0,6.0,0.0,2.0,2.0,0.3333333333333333,0.0,1.0,1.0,83.0,407.0,372.0,119082.0,31.0,0.036855036855036855,0.21596734795814662,0.13513513513513514,0.09828009828009827
000010.SZ,20220331,Train,2.0,3.0,8.0,2.0,2.0,1.0,0.125,0.25,0.4183300132670378,0.5,39.0,191.0,184.0,104205.0,20.0,0.07329842931937172,0.2611886708853723,0.1518324607329843,0.07853403141361257
000010.SZ,20220630,Train,7.0,8.0,9.0,3.0,4.0,1.0,0.1111111111111111,0.3333333333333333,0.7500000000000001,1.0,287.0,1523.0,2105.0,243901.0,196.0,0.22849638870650033,0.12357820750055251,0.30860144451739985,0.08010505581089954
000010.SZ,20220930,Train,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,163.0,187.0,74848.0,17.0,0.3067484662576687,0.33423751322374107,0.3803680981595092,0.0736196319018405
000010.SZ,20221231,Train,5.0,5.0,5.0,0.0,5.0,2.0,0.4,0.0,0.0,0.4,36.0,115.0,141.0,31283.0,22.0,0.30434782608695654,0.3920473765436672,0.391304347826087,0.08695652173913043
000010.SZ,20230331,Train,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0.7071067811865476,0.0,55.0,189.0,231.0,66607.0,22.0,0.08465608465608465,0.24656699117863215,0.21693121693121692,0.13227513227513227
000010.SZ,20230630,Train,0.0,0.0,3.0,0.0,1.0,3.0,1.0,-1.0,0.0,1.0,22.0,148.0,137.0,22853.0,30.0,0.08783783783783784,0.33039627643013825,0.22972972972972974,0.14189189189189189
000010.SZ,20230930,Train,0.0,3.0,4.0,2.0,2.0,3.0,0.75,-0.5,1.1547005383792517,1.0,257.0,2534.0,4939.0,494066.0,317.0,0.23835832675611682,0.13558773811583555,0.3267561168113654,0.08839779005524862
000010.SZ,20231231,Train,1.0,1.0,4.0,0.0,2.0,3.0,0.75,-0.75,0.5773502691896258,1.0,32.0,253.0,500.0,77310.0,26.0,0.17391304347826086,0.188080663119527,0.24110671936758893,0.06719367588932806
