company_code,report_period,actual,prob,SHAP_top1_feature,SHAP_top1_direction,SHAP_top1_value,SHAP_top2_feature,SHAP_top2_direction,SHAP_top2_value,SHAP_top3_feature,SHAP_top3_direction,SHAP_top3_value,SHAP_top4_feature,SHAP_top4_direction,SHAP_top4_value,SHAP_top5_feature,SHAP_top5_direction,SHAP_top5_value
000020.SZ,20210930,0,0.10366963229989613,f6_last_inquiry_interval_days,positive_risk,0.60335,sent_post_count_5d,negative_risk,-0.37048,mkt_volatility_20d,negative_risk,-0.28933,mkt_pb_industry_zscore,negative_risk,-0.25318,mkt_amihud_illiquidity_20d,negative_risk,-0.2422
000020.SZ,20211231,0,0.11167380179401448,announcement_semantic_000,positive_risk,1.54668,sent_sentiment_volatility_30d,negative_risk,-0.52335,f6_last_inquiry_interval_days,positive_risk,0.4758,announcement_semantic_045,negative_risk,-0.46773,mkt_max_drawdown_60d,negative_risk,-0.43133
000020.SZ,20220331,1,0.13448092937134432,announcement_semantic_000,positive_risk,1.60501,announcement_semantic_045,negative_risk,-0.58215,sent_sentiment_mean_30d,negative_risk,-0.50091,announcement_semantic_001,negative_risk,-0.3487,mkt_institutional_holder_count,positive_risk,0.24862
000020.SZ,20220630,0,0.31245551710306796,announcement_semantic_000,positive_risk,1.66642,announcement_semantic_013,negative_risk,-0.33485,f6_last_inquiry_interval_days,positive_risk,0.32701,mkt_excess_return_20d,positive_risk,0.29173,announcement_semantic_029,negative_risk,-0.27129
000020.SZ,20220930,0,0.09024100135971422,mkt_return_5d,negative_risk,-0.95974,announcement_semantic_002,negative_risk,-0.38235,mkt_institutional_holder_count,positive_risk,0.27842,mkt_pe_change_qoq,negative_risk,-0.2492,announcement_semantic_004,negative_risk,-0.21739
000020.SZ,20221231,0,0.0961275529245626,announcement_semantic_001,negative_risk,-0.52719,sent_read_count_30d,negative_risk,-0.35236,sent_post_count_5d,negative_risk,-0.32033,gov_board_size,negative_risk,-0.22989,f6_annual_report_inquiry_count,positive_risk,0.19456
000020.SZ,20230331,0,0.1438626303066577,f6_last_inquiry_interval_days,positive_risk,0.55798,mkt_max_drawdown_60d,negative_risk,-0.5099,announcement_semantic_001,negative_risk,-0.44136,f6_annual_report_inquiry_count,positive_risk,0.34505,sent_post_daily_peak_30d,positive_risk,0.32311
000020.SZ,20230630,0,0.039057780748332514,f6_last_inquiry_interval_days,negative_risk,-0.60568,sent_sentiment_volatility_30d,negative_risk,-0.54007,mkt_institutional_holder_count,negative_risk,-0.3581,mkt_volume_cv_20d,negative_risk,-0.35199,announcement_semantic_002,negative_risk,-0.33427
000020.SZ,20230930,0,0.05048221379380609,f6_last_inquiry_interval_days,negative_risk,-0.66853,sent_post_count_5d,negative_risk,-0.34281,f6_annual_report_inquiry_count,positive_risk,0.24815,announcement_semantic_009,negative_risk,-0.21364,mkt_pb_ratio,positive_risk,0.20626
000020.SZ,20231231,0,0.038244791371938223,mkt_max_drawdown_60d,negative_risk,-0.55019,sent_read_count_30d,negative_risk,-0.51983,f6_last_inquiry_interval_days,negative_risk,-0.51401,mkt_institutional_holding_change,negative_risk,-0.42555,mkt_institutional_holder_count,negative_risk,-0.35879
000020.SZ,20240331,0,0.06565590180041403,f6_last_inquiry_interval_days,negative_risk,-0.48236,sent_sentiment_volatility_30d,negative_risk,-0.47933,announcement_semantic_002,negative_risk,-0.37292,announcement_semantic_029,negative_risk,-0.33984,announcement_semantic_013,negative_risk,-0.30317
000020.SZ,20240630,0,0.04184360848379552,f6_last_inquiry_interval_days,negative_risk,-0.78221,mkt_institutional_holder_count,negative_risk,-0.58134,sent_guba_negative_ratio_30d,negative_risk,-0.40621,sent_read_count_30d,negative_risk,-0.32094,sent_post_count_5d,negative_risk,-0.27755
000020.SZ,20240930,0,0.10669412521317549,f6_last_inquiry_interval_days,negative_risk,-1.10464,announcement_semantic_000,positive_risk,0.5234,mkt_institutional_holder_count,positive_risk,0.28377,mkt_pb_ratio,positive_risk,0.24576,mkt_return_20d,negative_risk,-0.21504
000020.SZ,20241231,0,0.030025777565577665,f6_last_inquiry_interval_days,negative_risk,-1.05429,announcement_semantic_000,negative_risk,-0.98755,mkt_institutional_holder_count,negative_risk,-0.41232,sent_read_count_30d,negative_risk,-0.38822,mkt_pe_change_qoq,negative_risk,-0.3338
000036.SZ,20210331,0,0.07640141444676166,mkt_volatility_20d,negative_risk,-0.33856,mkt_volatility_60d,negative_risk,-0.30333,announcement_semantic_029,negative_risk,-0.252,announcement_semantic_001,negative_risk,-0.22938,mkt_institutional_holder_count,negative_risk,-0.22467
000036.SZ,20210630,0,0.09435078454677776,sent_read_count_30d,positive_risk,0.34955,announcement_semantic_002,negative_risk,-0.32025,mkt_excess_return_20d,positive_risk,0.26887,mkt_financing_balance_change,negative_risk,-0.24589,f6_annual_report_inquiry_count,negative_risk,-0.23745
000036.SZ,20210930,0,0.05675415714813509,announcement_semantic_000,negative_risk,-1.08538,f6_last_inquiry_interval_days,negative_risk,-0.55206,announcement_semantic_002,negative_risk,-0.28647,mkt_institutional_holder_count,positive_risk,0.23737,sent_read_count_30d,positive_risk,0.20774
000036.SZ,20211231,0,0.12333484130424033,f6_last_inquiry_interval_days,negative_risk,-0.52882,mkt_institutional_holder_count,negative_risk,-0.48903,announcement_semantic_000,positive_risk,0.38023,announcement_semantic_001,negative_risk,-0.22554,sent_read_count_30d,positive_risk,0.22523
000036.SZ,20220331,0,0.15856763882739144,f6_last_inquiry_interval_days,negative_risk,-0.50166,announcement_semantic_000,positive_risk,0.44559,announcement_semantic_001,negative_risk,-0.23238,f6_annual_report_inquiry_count,negative_risk,-0.23128,announcement_semantic_035,negative_risk,-0.21147
000036.SZ,20220630,0,0.03349077428217171,f6_last_inquiry_interval_days,negative_risk,-0.60796,announcement_semantic_002,negative_risk,-0.31669,mkt_institutional_holder_count,negative_risk,-0.29321,announcement_semantic_012,negative_risk,-0.2713,gov_board_size,negative_risk,-0.20977
000036.SZ,20220930,0,0.04580493934166435,f6_last_inquiry_interval_days,negative_risk,-0.90384,mkt_max_drawdown_60d,negative_risk,-0.57559,announcement_semantic_000,negative_risk,-0.36693,announcement_semantic_047,negative_risk,-0.26957,mkt_financing_balance_change,negative_risk,-0.2164
000036.SZ,20221231,0,0.041004147022239035,f6_last_inquiry_interval_days,negative_risk,-0.95278,mkt_institutional_holder_count,negative_risk,-0.40825,mkt_pe_change_qoq,negative_risk,-0.21244,announcement_semantic_000,positive_risk,0.20512,announcement_semantic_047,negative_risk,-0.18927
000036.SZ,20230331,0,0.04719817806158772,f6_last_inquiry_interval_days,negative_risk,-0.8134,mkt_volatility_20d,negative_risk,-0.479,mkt_max_drawdown_60d,negative_risk,-0.4607,mkt_institutional_holder_count,positive_risk,0.2393,announcement_semantic_000,positive_risk,0.22685
000036.SZ,20230630,0,0.025457868505692927,f6_last_inquiry_interval_days,negative_risk,-1.19898,mkt_institutional_holder_count,negative_risk,-0.37759,announcement_semantic_002,negative_risk,-0.26654,announcement_semantic_000,negative_risk,-0.24175,mkt_pe_change_qoq,negative_risk,-0.23501
000036.SZ,20230930,0,0.031053790362511775,announcement_semantic_000,negative_risk,-1.4407,f6_last_inquiry_interval_days,negative_risk,-1.18423,mkt_volatility_20d,negative_risk,-0.28456,mkt_institutional_holder_count,positive_risk,0.25946,announcement_semantic_013,negative_risk,-0.19555
000036.SZ,20231231,0,0.026641348305897868,f6_last_inquiry_interval_days,negative_risk,-1.00775,mkt_max_drawdown_60d,negative_risk,-0.50154,mkt_volatility_20d,negative_risk,-0.40867,mkt_institutional_holder_count,negative_risk,-0.35914,announcement_semantic_002,negative_risk,-0.34687
000036.SZ,20240331,0,0.055723588857774176,f6_last_inquiry_interval_days,negative_risk,-0.9322,announcement_semantic_002,negative_risk,-0.44646,announcement_semantic_000,negative_risk,-0.33524,mkt_institutional_holder_count,positive_risk,0.2866,mkt_pe_change_qoq,negative_risk,-0.26001
000036.SZ,20240630,0,0.021954090004279034,f6_last_inquiry_interval_days,negative_risk,-1.26851,announcement_semantic_000,negative_risk,-1.12206,mkt_institutional_holder_count,negative_risk,-0.41941,f6_first_inquiry_interval_days,negative_risk,-0.41043,sent_read_count_30d,negative_risk,-0.28935
000036.SZ,20240930,0,0.017752627796600515,announcement_semantic_000,negative_risk,-2.47972,f6_last_inquiry_interval_days,negative_risk,-1.07704,f6_first_inquiry_interval_days,negative_risk,-0.39979,mkt_return_5d,negative_risk,-0.32631,mkt_return_20d,negative_risk,-0.27619
000036.SZ,20241231,0,0.029520408064012956,f6_last_inquiry_interval_days,negative_risk,-1.11281,announcement_semantic_000,negative_risk,-0.96205,f6_first_inquiry_interval_days,negative_risk,-0.59304,mkt_institutional_holder_count,negative_risk,-0.47002,announcement_semantic_029,positive_risk,0.29361
000038.SZ,20210331,0,0.23045284785781453,gov_nonstandard_audit_opinion,positive_risk,0.46402,f6_last_inquiry_interval_days,negative_risk,-0.4399,gov_top10_holder_ratio,negative_risk,-0.39759,mkt_max_drawdown_60d,negative_risk,-0.38416,announcement_semantic_013,negative_risk,-0.23372
000038.SZ,20210630,0,0.19807723695515048,announcement_semantic_000,negative_risk,-0.99081,gov_nonstandard_audit_opinion,positive_risk,0.40128,f6_last_inquiry_interval_days,positive_risk,0.32246,announcement_semantic_002,negative_risk,-0.30575,mkt_max_drawdown_60d,negative_risk,-0.23864
000038.SZ,20210930,0,0.45436707311978597,gov_nonstandard_audit_opinion,positive_risk,0.51963,announcement_semantic_000,negative_risk,-0.30561,mkt_institutional_holder_count,positive_risk,0.29649,f6_inquiry_count_24m,positive_risk,0.29559,announcement_semantic_002,positive_risk,0.26188
000038.SZ,20211231,1,0.2737966314345494,announcement_semantic_000,positive_risk,0.89121,mkt_volatility_20d,negative_risk,-0.38141,mkt_pe_change_qoq,negative_risk,-0.34388,announcement_semantic_029,negative_risk,-0.3186,mkt_institutional_holder_count,positive_risk,0.31539
000038.SZ,20220331,0,0.6972898168740187,announcement_semantic_000,positive_risk,0.83069,mkt_volatility_20d,negative_risk,-0.54577,mkt_institutional_holder_count,positive_risk,0.32052,f6_last_inquiry_interval_days,positive_risk,0.28741,gov_nonstandard_audit_opinion,positive_risk,0.28418
000038.SZ,20220630,0,0.3999019591260389,mkt_return_60d,negative_risk,-0.64304,announcement_semantic_002,negative_risk,-0.5808,f6_last_inquiry_interval_days,positive_risk,0.40015,announcement_semantic_000,positive_risk,0.32493,f6_inquiry_count_24m,positive_risk,0.31164
000038.SZ,20220930,1,0.6401875967168124,f6_inquiry_count_24m,positive_risk,0.75104,f6_last_inquiry_interval_days,positive_risk,0.50908,f6_inquiry_count_12m,positive_risk,0.49784,gov_nonstandard_audit_opinion,positive_risk,0.39742,announcement_semantic_002,negative_risk,-0.34878
000040.SZ,20210331,1,0.825540737836715,announcement_semantic_000,positive_risk,1.28039,f6_inquiry_count_24m,positive_risk,0.58766,gov_nonstandard_audit_opinion,positive_risk,0.52882,announcement_semantic_002,positive_risk,0.33495,sent_sentiment_mean_30d,negative_risk,-0.32045
000040.SZ,20210630,0,0.29651721047088697,sent_read_count_30d,positive_risk,0.43991,f6_inquiry_count_24m,positive_risk,0.42641,announcement_semantic_002,negative_risk,-0.39356,gov_nonstandard_audit_opinion,positive_risk,0.26328,mkt_institutional_holder_count,negative_risk,-0.19957
000040.SZ,20210930,0,0.3205119332961648,announcement_semantic_000,negative_risk,-0.93406,f6_inquiry_count_24m,positive_risk,0.45568,sent_sentiment_volatility_30d,negative_risk,-0.37107,sent_read_count_30d,positive_risk,0.35698,gov_nonstandard_audit_opinion,positive_risk,0.29693
000040.SZ,20211231,0,0.5155047363320738,f6_inquiry_count_24m,positive_risk,0.63962,sent_sentiment_volatility_30d,negative_risk,-0.48862,gov_nonstandard_audit_opinion,positive_risk,0.47537,sent_read_count_30d,positive_risk,0.38786,announcement_semantic_002,positive_risk,0.36598
000040.SZ,20220331,0,0.6969293979553315,gov_nonstandard_audit_opinion,positive_risk,0.67039,f6_last_inquiry_interval_days,positive_risk,0.53948,f6_inquiry_count_24m,positive_risk,0.51979,f6_annual_report_inquiry_count,positive_risk,0.3967,announcement_semantic_002,positive_risk,0.38349
000040.SZ,20220630,0,0.13760680964395344,announcement_semantic_000,positive_risk,0.80189,f6_last_inquiry_interval_days,negative_risk,-0.52089,gov_nonstandard_audit_opinion,positive_risk,0.40482,sent_sentiment_mean_30d,negative_risk,-0.2465,announcement_semantic_016,negative_risk,-0.21029
000040.SZ,20220930,0,0.11555637017719457,f6_last_inquiry_interval_days,negative_risk,-0.65212,gov_nonstandard_audit_opinion,positive_risk,0.44702,sent_read_count_30d,positive_risk,0.43119,announcement_semantic_016,negative_risk,-0.25428,mkt_institutional_holder_count,positive_risk,0.24656
000040.SZ,20221231,0,0.46004345168225097,announcement_semantic_000,positive_risk,0.86669,gov_nonstandard_audit_opinion,positive_risk,0.62213,f6_last_inquiry_interval_days,negative_risk,-0.5498,f6_annual_report_inquiry_count,positive_risk,0.3518,mkt_institutional_holder_count,positive_risk,0.29577
000040.SZ,20230331,0,0.46869381455276793,announcement_semantic_000,positive_risk,0.85938,gov_nonstandard_audit_opinion,positive_risk,0.64185,f6_last_inquiry_interval_days,negative_risk,-0.60611,mkt_institutional_holder_count,positive_risk,0.35985,f6_annual_report_inquiry_count,positive_risk,0.35062
000040.SZ,20230630,0,0.10585031051954527,announcement_semantic_002,negative_risk,-0.38194,f6_first_inquiry_interval_days,negative_risk,-0.33051,sent_sentiment_mean_30d,negative_risk,-0.31609,gov_nonstandard_audit_opinion,positive_risk,0.31581,announcement_semantic_001,negative_risk,-0.28355
000040.SZ,20230930,0,0.10814138803103235,mkt_volatility_20d,negative_risk,-0.37627,f6_first_inquiry_interval_days,negative_risk,-0.32625,mkt_institutional_holder_count,positive_risk,0.27099,gov_nonstandard_audit_opinion,positive_risk,0.2649,announcement_semantic_002,negative_risk,-0.26288
000040.SZ,20231231,0,0.06443166456344407,announcement_semantic_000,negative_risk,-2.72507,gov_nonstandard_audit_opinion,positive_risk,0.49159,f6_first_inquiry_interval_days,negative_risk,-0.4415,sent_sentiment_volatility_30d,negative_risk,-0.42802,mkt_institutional_holder_count,negative_risk,-0.37075
000040.SZ,20240331,0,0.0924566926560826,announcement_semantic_000,negative_risk,-2.77962,f6_last_inquiry_interval_days,positive_risk,0.48046,sent_sentiment_volatility_30d,negative_risk,-0.44009,f6_annual_report_inquiry_count,positive_risk,0.35939,mkt_max_drawdown_60d,positive_risk,0.28599
000040.SZ,20240630,1,0.17295212288703904,announcement_semantic_000,positive_risk,1.37276,f6_first_inquiry_interval_days,negative_risk,-0.54123,mkt_institutional_holder_count,negative_risk,-0.3866,f6_last_inquiry_interval_days,negative_risk,-0.30445,mkt_excess_return_20d,negative_risk,-0.29806
000040.SZ,20240930,0,0.17294015737089155,announcement_semantic_000,positive_risk,1.15129,announcement_semantic_002,negative_risk,-1.035,f6_first_inquiry_interval_days,negative_risk,-0.72123,mkt_excess_return_20d,negative_risk,-0.29687,announcement_semantic_001,positive_risk,0.26687
000058.SZ,20210331,0,0.06973609884933167,mkt_volume_ratio_20d,negative_risk,-0.41345,gov_top1_top2_gap,negative_risk,-0.36355,gov_top1_holder_ratio,negative_risk,-0.32966,gov_top1_top10_ratio,negative_risk,-0.29248,announcement_semantic_001,positive_risk,0.25385
000058.SZ,20210630,0,0.04375062446363405,announcement_semantic_000,negative_risk,-0.98288,gov_top1_top2_gap,negative_risk,-0.33754,gov_top1_holder_ratio,negative_risk,-0.32249,sent_read_count_30d,positive_risk,0.2846,f6_annual_report_inquiry_count,negative_risk,-0.25788
000058.SZ,20210930,1,0.04379047291259337,f6_last_inquiry_interval_days,negative_risk,-0.63082,mkt_volume_ratio_20d,negative_risk,-0.54657,announcement_semantic_000,negative_risk,-0.51341,gov_top1_holder_ratio,negative_risk,-0.34486,sent_read_count_30d,positive_risk,0.33751
000058.SZ,20211231,1,0.06968661665247643,mkt_max_drawdown_60d,negative_risk,-0.58221,f6_avg_inquiry_interval_days,negative_risk,-0.51579,announcement_semantic_000,negative_risk,-0.43372,mkt_pe_change_qoq,negative_risk,-0.37996,gov_top1_top2_gap,negative_risk,-0.34317
000058.SZ,20220331,0,0.10948060459050067,announcement_semantic_000,negative_risk,-0.42578,sent_sentiment_mean_30d,negative_risk,-0.39178,mkt_pe_change_qoq,negative_risk,-0.36013,f6_annual_report_inquiry_count,negative_risk,-0.30926,gov_top1_top2_gap,negative_risk,-0.29063
000058.SZ,20220630,0,0.1510517802514327,f6_annual_report_inquiry_count,negative_risk,-0.37259,gov_top1_holder_ratio,negative_risk,-0.32871,announcement_semantic_013,negative_risk,-0.32002,gov_top1_top10_ratio,negative_risk,-0.31431,gov_top1_top2_gap,negative_risk,-0.3002
000058.SZ,20220930,0,0.13057065468724782,mkt_pe_change_qoq,negative_risk,-0.57364,f6_annual_report_inquiry_count,negative_risk,-0.3843,gov_top1_top2_gap,negative_risk,-0.35358,gov_top1_top10_ratio,negative_risk,-0.35069,gov_top1_holder_ratio,negative_risk,-0.3389
000058.SZ,20221231,0,0.1002561026253568,sent_read_count_30d,positive_risk,0.40476,announcement_semantic_013,negative_risk,-0.32934,gov_top1_holder_ratio,negative_risk,-0.3269,f6_annual_report_inquiry_count,negative_risk,-0.30767,sent_sentiment_mean_30d,negative_risk,-0.30151
000058.SZ,20230331,0,0.09445457147029267,f6_last_inquiry_interval_days,negative_risk,-0.39985,announcement_semantic_013,negative_risk,-0.33153,gov_top1_holder_ratio,negative_risk,-0.31602,mkt_institutional_holder_count,positive_risk,0.31063,gov_top1_top2_gap,negative_risk,-0.2975
000058.SZ,20230630,0,0.02802546673130809,f6_last_inquiry_interval_days,negative_risk,-0.71057,sent_read_count_30d,negative_risk,-0.41791,mkt_institutional_holder_count,negative_risk,-0.37247,sent_sentiment_mean_30d,negative_risk,-0.34492,announcement_semantic_002,negative_risk,-0.33454
000058.SZ,20230930,0,0.03966725405456666,f6_last_inquiry_interval_days,negative_risk,-0.73575,mkt_pe_change_qoq,negative_risk,-0.42681,sent_read_count_30d,positive_risk,0.40657,gov_top1_top2_gap,negative_risk,-0.35206,gov_top1_holder_ratio,negative_risk,-0.28268
000058.SZ,20231231,0,0.028994672411949127,f6_last_inquiry_interval_days,negative_risk,-0.73684,mkt_institutional_holder_count,negative_risk,-0.44167,f6_first_inquiry_interval_days,negative_risk,-0.41468,gov_top1_holder_ratio,negative_risk,-0.30145,gov_top1_top2_gap,negative_risk,-0.26836
000058.SZ,20240331,0,0.0610819585887703,f6_last_inquiry_interval_days,negative_risk,-0.66244,gov_top1_holder_ratio,negative_risk,-0.35134,mkt_institutional_holder_count,positive_risk,0.33564,gov_top1_top2_gap,negative_risk,-0.33334,gov_top1_top10_ratio,negative_risk,-0.23255
000058.SZ,20240630,0,0.020589145918601896,f6_last_inquiry_interval_days,negative_risk,-1.0568,mkt_institutional_holder_count,negative_risk,-0.37676,f6_first_inquiry_interval_days,negative_risk,-0.36847,sent_read_count_30d,negative_risk,-0.28093,mkt_cap_industry_zscore,negative_risk,-0.28059
000058.SZ,20240930,0,0.0372590934059418,f6_last_inquiry_interval_days,negative_risk,-0.83155,f6_first_inquiry_interval_days,negative_risk,-0.40253,announcement_semantic_041,negative_risk,-0.33572,announcement_semantic_000,negative_risk,-0.33337,sent_read_count_30d,positive_risk,0.32953
000058.SZ,20241231,0,0.025895567960139927,f6_last_inquiry_interval_days,negative_risk,-0.99176,f6_first_inquiry_interval_days,negative_risk,-0.70268,mkt_pe_change_qoq,negative_risk,-0.42657,mkt_institutional_holder_count,negative_risk,-0.32285,announcement_semantic_002,negative_risk,-0.28214
000068.SZ,20210331,0,0.7692601319228608,announcement_semantic_000,positive_risk,1.34573,mkt_pe_change_qoq,negative_risk,-0.56982,f6_last_inquiry_interval_days,positive_risk,0.49306,mkt_institutional_holder_count,positive_risk,0.41406,announcement_semantic_029,positive_risk,0.35987
000068.SZ,20210630,0,0.13981230515033877,announcement_semantic_000,positive_risk,0.7824,f6_last_inquiry_interval_days,negative_risk,-0.52422,mkt_pe_change_qoq,negative_risk,-0.49504,mkt_max_drawdown_60d,negative_risk,-0.4355,mkt_institutional_holder_count,positive_risk,0.30493
000068.SZ,20210930,0,0.14206201938152407,f6_last_inquiry_interval_days,negative_risk,-0.48507,mkt_institutional_holder_count,positive_risk,0.37688,mkt_volume_ratio_20d,negative_risk,-0.29464,sent_sentiment_mean_30d,negative_risk,-0.27699,gov_board_size,negative_risk,-0.21434
000068.SZ,20211231,0,0.07518831079329134,f6_last_inquiry_interval_days,negative_risk,-0.60397,announcement_semantic_000,negative_risk,-0.42035,mkt_institutional_holder_count,positive_risk,0.27626,mkt_pb_ratio,positive_risk,0.25195,gov_board_size,negative_risk,-0.24433
000068.SZ,20220331,1,0.2170820505628443,gov_nonstandard_audit_opinion,positive_risk,0.66866,f6_last_inquiry_interval_days,negative_risk,-0.51709,mkt_pb_ratio,positive_risk,0.3623,mkt_institutional_holder_count,positive_risk,0.35538,announcement_semantic_000,negative_risk,-0.32477
000068.SZ,20220630,0,0.1264221753150849,f6_avg_inquiry_interval_days,negative_risk,-0.67468,gov_nonstandard_audit_opinion,positive_risk,0.31312,mkt_institutional_holder_count,positive_risk,0.2718,announcement_semantic_034,negative_risk,-0.24775,mkt_return_5d,negative_risk,-0.23939
000068.SZ,20220930,0,0.2270155444304828,f6_avg_inquiry_interval_days,negative_risk,-0.6803,mkt_institutional_holder_count,positive_risk,0.34478,gov_nonstandard_audit_opinion,positive_risk,0.31975,announcement_semantic_001,positive_risk,0.22806,sent_read_count_30d,positive_risk,0.2254
000068.SZ,20221231,0,0.31847890375131493,mkt_volume_ratio_20d,negative_risk,-0.5906,f6_avg_inquiry_interval_days,negative_risk,-0.54328,gov_nonstandard_audit_opinion,positive_risk,0.45906,f6_last_inquiry_interval_days,positive_risk,0.33656,mkt_institutional_holder_count,positive_risk,0.28652
000068.SZ,20230331,0,0.31366805865314695,f6_avg_inquiry_interval_days,negative_risk,-0.6254,mkt_institutional_holder_count,positive_risk,0.37255,gov_nonstandard_audit_opinion,positive_risk,0.36793,mkt_volatility_60d,negative_risk,-0.29662,announcement_semantic_013,negative_risk,-0.22508
000068.SZ,20230630,0,0.28176938406825636,f6_avg_inquiry_interval_days,negative_risk,-0.44266,gov_nonstandard_audit_opinion,positive_risk,0.39272,announcement_semantic_013,negative_risk,-0.34015,f6_last_inquiry_interval_days,positive_risk,0.27455,mkt_institutional_holder_count,positive_risk,0.26228
